System.number,Sample,Latitude,Longitude,Date,Time,Local.time,Site,Location,Status,Zone,Depth,Observer,Successful.count,Successful.length,Video.notes,Raw.hdd.number,Con.hdd.number,Forwards.habitat.image.saved,Forwards.habitat.image.annotated,Backwards.habitat.image.saved,Backwards.habitat.image.annotated,Maxn.analyst,Maxn.complete.yyyymmdd,Maxn.checker,Length.analyst,Length.complete.date.yyyymmdd,Notes
1,TER-DC-025,-34.5105133329874,121.968378332902,2022-11-10,2022-11-09 23:46:49,2022-11-10 07:46:49,Termination Island,Eastern Recherche,Fished,,89.1,,,,,,,,,,,,,,,,
1,TER-DC-026,-34.5096166669075,121.968338333617,2022-11-10,2022-11-09 23:59:20,2022-11-10 07:59:20,Termination Island,Eastern Recherche,Fished,,95,,,,All cams good ,,,,,,,,,,,,
1,TER-DC-027,-34.564424999813,121.900255000268,2022-11-10,2022-11-10 00:41:48,2022-11-10 08:41:48,Termination Island,Eastern Recherche,Fished,,115,,,,,,,,,,,,,,,,
1,TER-DC-028,-34.5695166666004,121.89697999966,2022-11-10,2022-11-10 00:57:08,2022-11-10 08:57:08,Termination Island,Eastern Recherche,Fished,,145,,,,Cams checked before. On steep edge,,,,,,,,,,,,
1,TER-DC-029,-34.5721000001046,121.893988333083,2022-11-10,2022-11-10 01:11:16,2022-11-10 09:11:16,Termination Island,Eastern Recherche,Fished,,202,,,,,,,,,,,,,,,,
1,TER-DC-030,-34.5699566669901,121.880271666854,2022-11-10,2022-11-10 01:31:06,2022-11-10 09:31:06,Termination Island,Eastern Recherche,Fished,,139,,,,,,,,,,,,,,,,
1,TER-DC-031,-34.5741033331901,121.870293333391,2022-11-10,2022-11-10 01:46:38,2022-11-10 09:46:38,Termination Island,Eastern Recherche,Fished,,243,,,,,,,,,,,,,,,,
1,TER-DC-032,-34.5793066669507,121.888999999988,2022-11-10,2022-11-10 02:18:24,2022-11-10 10:18:24,Termination Island,Eastern Recherche,Fished,,358,,,,,,,,,,,,,,,,
1,TER-DC-033,-34.5778200001134,121.867196666334,2022-11-10,2022-11-10 03:00:21,2022-11-10 11:00:21,Termination Island,Eastern Recherche,Fished,,354,,,,Checked 1 cam before drop. Then resynced with lights,,,,,,,,,,,,
1,TER-DC-034,-34.5754433332201,121.862186666773,2022-11-10,2022-11-10 03:23:16,2022-11-10 11:23:16,Termination Island,Eastern Recherche,Fished,,268,,,,Checked all cams before,,,,,,,,,,,,
1,TER-DC-035,-34.57124499982,121.853898332956,2022-11-10,2022-11-10 03:43:03,2022-11-10 11:43:03,Termination Island,Eastern Recherche,Fished,,137,,,,,,,,,,,,,,,,
1,TER-DC-036,-34.5781450003082,121.833095000283,2022-11-10,2022-11-10 04:31:00,2022-11-10 12:31:00,Termination Island,Eastern Recherche,Fished,,192,,,,,,,,,,,,,,,,
1,TER-DC-037,-34.579465000247,121.828740000125,2022-11-10,2022-11-10 04:47:44,2022-11-10 12:47:44,Termination Island,Eastern Recherche,Fished,,192,,,,,,,,,,,,,,,,
Big boss,FIG-DC-08,-34.0237783333087,121.621356666483,2022-11-15,2022-11-15 03:12:08,2022-11-15 11:12:08,Figure of Eight Island,Eastern Recherche,Fished,,45.7,,,,First drop. ,,,,,,,,,,,,
,TEST,-34.0242766664194,121.598045000381,2022-11-15,2022-11-15 04:04:37,2022-11-15 12:04:37,Figure of Eight Island,Eastern Recherche,Fished,,47.5,,,,"Filmed 9 and then 25. The. Test, moved because of wind redid the bridle",,,,,,,,,,,,
,TEST1,-34.0229799998436,121.59752166705,2022-11-15,2022-11-15 04:16:45,2022-11-15 12:16:45,Figure of Eight Island,Eastern Recherche,Fished,,51.4,,,,Another test drop,,,,,,,,,,,,
,TEST2,-34.0222533329758,121.591766666776,2022-11-15,2022-11-15 04:29:01,2022-11-15 12:29:01,Figure of Eight Island,Eastern Recherche,Fished,,55,,,,Anther test,,,,,,,,,,,,
,FIG-DC-25,-34.021440000372,121.593796667078,2022-11-15,2022-11-15 05:54:52,2022-11-15 13:54:52,Figure of Eight Island,Eastern Recherche,Fished,,62.4,,,,Checked and synched all cameras,,,,,,,,,,,,
,FIG-DC-04,-34.0168383336324,121.595994999987,2022-11-15,2022-11-15 06:16:38,2022-11-15 14:16:38,Figure of Eight Island,Eastern Recherche,Fished,,66.9,,,,Andy's cords. Is Different location to proposed drop 04.,,,,,,,,,,,,
Big boss,DC01,-33.9244733334663,121.897895000252,2022-11-16,2022-11-16 03:17:05,2022-11-16 11:17:05,Cull Island,Eastern Recherche,Fished,,41.6,,,,First boss of the day. At cull island. Synced before. Turned cams on a long time before getting to site,,,,,,,,,,,,
Big boss,DC02,-33.9169066667753,121.913534999929,2022-11-16,2022-11-16 03:40:49,2022-11-16 11:40:49,Cull Island,Eastern Recherche,Fished,,39.9,,,,Second demo boss at cull island,,,,,,,,,,,,
,DAW-DC-018,-34.0846816668688,123.999923333588,2022-12-03,2022-12-03 00:33:14,2022-12-03 08:33:14,Daw Island,Eastern Recherche,Fished,Special Purpose Zone,75,,,,,,,,,,,,,,,,
,DAW-DC-029,-34.0582452152374,124.051373025454,2022-12-03,2022-12-03 01:14:32,2022-12-03 09:14:32,Daw Island,Eastern Recherche,No-take,National Park Zone,74,,,,Sync done. 003 stopped working- restarted ,,,,,,,,,,,,
,DAW-DC-062,-34.0594731384459,124.098459674545,2022-12-03,2022-12-03 01:38:26,2022-12-03 09:38:26,Daw Island,Eastern Recherche,No-take,National Park Zone,75,,,,Skippers point was here,,,,,,,,,,,,
,DAW-DC-061,-34.0659669971915,124.123556367677,2022-12-03,2022-12-03 02:03:53,2022-12-03 10:03:53,Daw Island,Eastern Recherche,No-take,National Park Zone,71,,,,,,,,,,,,,,,,
,DAW-DC-032,-34.0326716670003,124.172026666648,2022-12-03,2022-12-03 02:26:40,2022-12-03 10:26:40,Daw Island,Eastern Recherche,No-take,National Park Zone,73,,,,,,,,,,,,,,,,
,DAW-DC-091,-34.0170983334505,124.205191666538,2022-12-03,2022-12-03 02:46:12,2022-12-03 10:46:12,Daw Island,Eastern Recherche,No-take,National Park Zone,73,,,,,,,,,,,,,,,,
,DAW-DC-C01,-34.0167933336117,124.265698332999,2022-12-03,2022-12-03 03:13:03,2022-12-03 11:13:03,Daw Island,Eastern Recherche,No-take,National Park Zone,72,,,,Captains pick. Showed camera 077 but dropped as C01,,,,,,,,,,,,
,DAW-DC-077,-34.0160895577636,124.275568826407,2022-12-03,2022-12-03 03:24:43,2022-12-03 11:24:43,Daw Island,Eastern Recherche,No-take,National Park Zone,70,,,,,,,,,,,,,,,,
,DAW-DC-C02,-34.0090949999084,124.265086666529,2022-12-03,2022-12-03 03:40:35,2022-12-03 11:40:35,Daw Island,Eastern Recherche,No-take,National Park Zone,64,,,,,,,,,,,,,,,,
,DAW-DC-046,-34.0000907235716,124.24896606009,2022-12-03,2022-12-03 03:56:39,2022-12-03 11:56:39,Daw Island,Eastern Recherche,No-take,National Park Zone,70,,,,Light Sync Done,,,,,,,,,,,,
,DAW-DC-006,-33.9957127855054,124.25627645555,2022-12-03,2022-12-03 04:08:44,2022-12-03 12:08:44,Daw Island,Eastern Recherche,No-take,National Park Zone,70,,,,,,,,,,,,,,,,
,DAW-DC-051,-33.9866683186781,124.198629905478,2022-12-03,2022-12-03 04:37:48,2022-12-03 12:37:48,Daw Island,Eastern Recherche,No-take,National Park Zone,74,,,,,,,,,,,,,,,,
,DAW-DC-002,-33.9997836131183,124.167551679415,2022-12-03,2022-12-03 05:08:57,2022-12-03 13:08:57,Daw Island,Eastern Recherche,No-take,National Park Zone,73,,,,,,,,,,,,,,,,
,DAW-DC-057,-34.0166216667573,124.083529999714,2022-12-03,2022-12-03 05:46:56,2022-12-03 13:46:56,Daw Island,Eastern Recherche,No-take,National Park Zone,72,,,,,,,,,,,,,,,,
,DAW-DC-C03,-34.0258374592273,124.060791900734,2022-12-03,2022-12-03 06:05:50,2022-12-03 14:05:50,Daw Island,Eastern Recherche,No-take,National Park Zone,73,,,,Boat point different to UWA,,,,,,,,,,,,
,DAW-DC-087,-34.0330666663356,124.033160000174,2022-12-03,2022-12-03 06:29:33,2022-12-03 14:29:33,Daw Island,Eastern Recherche,No-take,National Park Zone,73,,,,,,,,,,,,,,,,
,DAW-DC-013,-33.99012101919,123.999951132853,2022-12-03,2022-12-03 06:55:46,2022-12-03 14:55:46,Daw Island,Eastern Recherche,Fished,Special Purpose Zone,67,,,,,,,,,,,,,,,,
,DAW-DC-063,-33.9644693437808,123.997533276842,2022-12-03,2022-12-03 07:19:17,2022-12-03 15:19:17,Daw Island,Eastern Recherche,Fished,Special Purpose Zone,63,,,,,,,,,,,,,,,,
,DAW-DC-034,-33.9374777937779,124.016249417071,2022-12-03,2022-12-03 07:34:17,2022-12-03 15:34:17,Daw Island,Eastern Recherche,No-take,National Park Zone,63,,,,,,,,,,,,,,,,
,DAW-DC-093,-33.921049999799,124.000205000346,2022-12-03,2022-12-03 07:49:46,2022-12-03 15:49:46,Daw Island,Eastern Recherche,No-take,National Park Zone,65,,,,,,,,,,,,,,,,
,DAW-DC-007,-33.8914426292059,124.049905654387,2022-12-03,2022-12-03 08:16:23,2022-12-03 16:16:23,Daw Island,Eastern Recherche,No-take,National Park Zone,62,,,,,,,,,,,,,,,,
Baby BOSS,DAW-DC-CO4,-33.8507033333538,124.131671667105,2022-12-05,2022-12-04 21:13:04,2022-12-05 05:13:04,Daw Island,Eastern Recherche,Fished,,18.4,,,,"Camera 001 switched off then on, synced, first drop of the day",,,,,,,,,,,,
Baby BOSS,DAW-DC-026,-33.8266615129175,124.13368233746,2022-12-05,2022-12-04 21:35:31,2022-12-05 05:35:31,Daw Island,Eastern Recherche,Fished,,42,,,,,,,,,,,,,,,,
,DAW-DC-084,-33.7729377834703,124.117584417076,2022-12-05,2022-12-04 22:01:27,2022-12-05 06:01:27,Daw Island,Eastern Recherche,Fished,,49,,,,,,,,,,,,,,,,
,DAW-DC-088,-33.7536498536582,124.172659183016,2022-12-05,2022-12-04 22:27:53,2022-12-05 06:27:53,Daw Island,Eastern Recherche,Fished,,44,,,,,,,,,,,,,,,,
Baby BOSS,DAW-DC-CO5,-33.7484771112153,124.15781398755,2022-12-05,2022-12-04 22:43:45,2022-12-05 06:43:45,Daw Island,Eastern Recherche,Fished,,43,,,,,,,,,,,,,,,,
Baby BOSS,DAW-DC-048,-33.7450516408913,124.150246761056,2022-12-05,2022-12-04 22:55:09,2022-12-05 06:55:09,Daw Island,Eastern Recherche,Fished,,45,,,,,,,,,,,,,,,,
Baby BOSS,DAW-DC-CO6,-33.7299129444181,124.103093113814,2022-12-05,2022-12-04 23:17:28,2022-12-05 07:17:28,Daw Island,Eastern Recherche,Fished,,21,,,,showed daw-DC-015,,,,,,,,,,,,
Baby BOSS,DAW-DC-055,-33.7432269100767,124.083887395348,2022-12-05,2022-12-04 23:36:59,2022-12-05 07:36:59,Daw Island,Eastern Recherche,Fished,,38,,,,"Far from point, skipper decided here for safety and we didn't have time to update the board with another name",,,,,,,,,,,,
Baby BOSS,DAW-DC-100,-33.7622791955509,124.050548666671,2022-12-05,2022-12-04 23:56:25,2022-12-05 07:56:25,Daw Island,Eastern Recherche,Fished,,32,,,,,,,,,,,,,,,,
,DAW-DC-009,-33.7493183330646,124.015799999816,2022-12-05,2022-12-05 00:19:44,2022-12-05 08:19:44,Daw Island,Eastern Recherche,Fished,,42,,,,Showed camera 59 but came to 09 instead ,,,,,,,,,,,,
Baby BOSS,DAW-DC-059,-33.726266449664,124.034091898975,2022-12-05,2022-12-05 00:40:49,2022-12-05 08:40:49,Daw Island,Eastern Recherche,Fished,,38,,,,Synced,,,,,,,,,,,,
Baby BOSS,DAW-DC-075,-33.6894610698313,124.083877782476,2022-12-05,2022-12-05 01:14:37,2022-12-05 09:14:37,Daw Island,Eastern Recherche,Fished,,25,,,,,,,,,,,,,,,,
Baby BOSS,DAW-DC-089,-33.6792438865999,124.016423301266,2022-12-05,2022-12-05 01:46:41,2022-12-05 09:46:41,Daw Island,Eastern Recherche,Fished,,32,,,,,,,,,,,,,,,,
Baby BOSS,DAW-DC-049,-33.639536987713,124.00063529696,2022-12-05,2022-12-05 02:08:40,2022-12-05 10:08:40,Daw Island,Eastern Recherche,Fished,,28,,,,"Charts inaccurate, can't drop on actual point 49",,,,,,,,,,,,
Baby BOSS,DAW-DC-021,-33.6103920616743,124.066309343328,2022-12-05,2022-12-05 02:50:01,2022-12-05 10:50:01,Daw Island,Eastern Recherche,No-take,National Park Zone,22,,,,Conditions worsened so last sample,,,,,,,,,,,,
Baby BOSS,DAW-DC-C07,-33.8447549659906,124.117945724873,2022-12-05,2022-12-05 05:23:36,2022-12-05 13:23:36,Daw Island,Eastern Recherche,Fished,,44,,,,,,,,,,,,,,,,
Baby BOSS,DAW-DC-C08,-33.8534624308096,124.113047288884,2022-12-05,2022-12-05 05:38:03,2022-12-05 13:38:03,Daw Island,Eastern Recherche,Fished,,45,,,,,,,,,,,,,,,,
Baby BOSS,DAW-DC-C09,-33.8640995436347,124.117211688098,2022-12-05,2022-12-05 05:53:49,2022-12-05 13:53:49,Daw Island,Eastern Recherche,Fished,,50,,,,,,,,,,,,,,,,
Baby BOSS,DAW-DC-C10,-33.8418790411114,124.109553543114,2022-12-05,2022-12-05 06:15:42,2022-12-05 14:15:42,Daw Island,Eastern Recherche,Fished,,51,,,,,,,,,,,,,,,,
Baby BOSS,DAW-DC-C11,-33.8345010382751,124.131219101255,2022-12-05,2022-12-05 06:36:02,2022-12-05 14:36:02,Daw Island,Eastern Recherche,Fished,,38,,,,,,,,,,,,,,,,
Baby BOSS,DAW-DC-071,-33.8496644211383,124.202288272014,2022-12-05,2022-12-05 07:05:41,2022-12-05 15:05:41,Daw Island,Eastern Recherche,Fished,,62,,,,,,,,,,,,,,,,
,DAW-DC-058,-33.8281436847517,124.200777295825,2022-12-05,2022-12-05 07:21:12,2022-12-05 15:21:12,Daw Island,Eastern Recherche,Fished,,58,,,,,,,,,,,,,,,,
,DAW-DC-030,-33.7975787326009,124.180921261771,2022-12-06,2022-12-05 21:38:43,2022-12-06 05:38:43,Daw Island,Eastern Recherche,Fished,,48,,,,,,Converting onto CON1,,,,,,,,,,
,DAW-DC-014,-33.8099230672025,124.253918159638,2022-12-06,2022-12-05 22:05:18,2022-12-06 06:05:18,Daw Island,Eastern Recherche,No-take,National Park Zone,62,,,,,,Converting onto CON1,,,,,,,,,,
,DAW-DC-C12,-33.8356505695766,124.247475433437,2022-12-06,2022-12-05 22:24:20,2022-12-06 06:24:20,Daw Island,Eastern Recherche,No-take,National Park Zone,50,,,,,,Converting onto CON1,,,,,,,,,,
,DAW-DC-011,-33.8734406909784,124.229485492181,2022-12-06,2022-12-05 22:47:17,2022-12-06 06:47:17,Daw Island,Eastern Recherche,No-take,National Park Zone,68,,,,,,Converting onto CON1,,,,,,,,,,
,DAW-DC-086,-33.8994315431662,124.268776787613,2022-12-06,2022-12-05 23:09:29,2022-12-06 07:09:29,Daw Island,Eastern Recherche,No-take,National Park Zone,72,,,,,,Converting onto CON1,,,,,,,,,,
,DAW-DC-037,-33.9244208424777,124.275965294264,2022-12-06,2022-12-05 23:26:48,2022-12-06 07:26:48,Daw Island,Eastern Recherche,No-take,National Park Zone,73,,,,"syncing lights faulty, watch very last few flashes when it was working for sync",,Converting onto CON1,,,,,,,,,,
,DAW-DC-068,-33.9492182461536,124.244136786293,2022-12-06,2022-12-05 23:46:11,2022-12-06 07:46:11,Daw Island,Eastern Recherche,No-take,National Park Zone,74,,,,,,Converting onto CON1,,,,,,,,,,
,DAW-DC-082,-33.9391741144698,124.174325272203,2022-12-06,2022-12-06 00:12:08,2022-12-06 08:12:08,Daw Island,Eastern Recherche,No-take,National Park Zone,75,,,,,,Converting onto CON1,,,,,,,,,,
,DAW-DC-C13,-33.9192247431668,124.162603783085,2022-12-06,2022-12-06 00:29:00,2022-12-06 08:29:00,Daw Island,Eastern Recherche,No-take,National Park Zone,59,,,,,,Converting onto CON1,,,,,,,,,,
,DAW-DC-042,-33.8957199997123,124.149933333463,2022-12-06,2022-12-06 00:45:47,2022-12-06 08:45:47,Daw Island,Eastern Recherche,Fished,,63,,,,Little bit off,,Converting onto CON1,,,,,,,,,,
,DAW-DC-069,-33.8773029680771,124.083251325244,2022-12-06,2022-12-06 01:11:12,2022-12-06 09:11:12,Daw Island,Eastern Recherche,Fished,,64,,,,,,Converting onto CON1,,,,,,,,,,
,DAW-DC-098,-33.9026359248549,124.10003246381,2022-12-06,2022-12-06 01:29:58,2022-12-06 09:29:58,Daw Island,Eastern Recherche,Fished,,62,,,,,,Converting onto CON1,,,,,,,,,,
,DAW-DC-023,-33.9558465231965,124.133444888476,2022-12-06,2022-12-06 01:59:19,2022-12-06 09:59:19,Daw Island,Eastern Recherche,No-take,National Park Zone,76,,,,Syncing lights,,Converting onto CON1,,,,,,,,,,
,DAW-DC-019,-33.9742260732266,124.083356822493,2022-12-06,2022-12-06 02:22:25,2022-12-06 10:22:25,Daw Island,Eastern Recherche,No-take,National Park Zone,73,,,,,,Converting onto CON1,,,,,,,,,,
,DAW-DC-005,-34.083508574582,124.133629999815,2022-12-06,2022-12-06 03:09:41,2022-12-06 11:09:41,Daw Island,Eastern Recherche,No-take,National Park Zone,74,,,,,,Converting onto CON1,,,,,,,,,,
,DAW-DC-097,-34.0830066663841,124.195848333286,2022-12-06,2022-12-06 03:35:48,2022-12-06 11:35:48,Daw Island,Eastern Recherche,No-take,National Park Zone,75,,,,Intentionally off from actual point something interesting ,,Converting onto CON1,,,,,,,,,,
,DAW-DC-050,-34.1060977043246,124.255190903512,2022-12-06,2022-12-06 04:07:36,2022-12-06 12:07:36,Daw Island,Eastern Recherche,No-take,National Park Zone,75,,,,,,Converting onto CON1,,,,,,,,,,
,DAW-DC-081,-34.1169085343576,124.253311635125,2022-12-06,2022-12-06 04:20:30,2022-12-06 12:20:30,Daw Island,Eastern Recherche,No-take,National Park Zone,75,,,,,,Converting onto CON1,,,,,,,,,,
,DAW-DC-022,-34.1459236099535,124.273256162217,2022-12-06,2022-12-06 04:43:46,2022-12-06 12:43:46,Daw Island,Eastern Recherche,No-take,National Park Zone,77,,,,Off actual point because of sponge nearby ,,Converting onto CON1,,,,,,,,,,
,DAW-DC-060,-34.1934492782384,124.282734121489,2022-12-06,2022-12-06 05:09:55,2022-12-06 13:09:55,Daw Island,Eastern Recherche,No-take,National Park Zone,83,,,,,,Converting onto CON1,,,,,,,,,,
,DAW-DC-C14,-34.1894000002509,124.267756667064,2022-12-06,2022-12-06 05:26:08,2022-12-06 13:26:08,Daw Island,Eastern Recherche,No-take,National Park Zone,84,,,,,,Converting onto CON1,,,,,,,,,,
,DAW-DC-C15,-34.178560655586,124.222144920515,2022-12-06,2022-12-06 05:48:35,2022-12-06 13:48:35,Daw Island,Eastern Recherche,No-take,National Park Zone,78,,,,"Did a sync with top row of cameras with half the lights as other half wasn't working properly, then clapped between cameras 5 and 6 , then synced the lower cameras, ",,Converting onto CON1,,,,,,,,,,
,DAW-DC-016,-34.1597166597715,124.168496573245,2022-12-06,2022-12-06 06:13:21,2022-12-06 14:13:21,Daw Island,Eastern Recherche,No-take,National Park Zone,75,,,,,,Converting onto CON1,,,,,,,,,,
,DAW-DC-067,-34.1300654178246,124.107476713636,2022-12-06,2022-12-06 06:40:34,2022-12-06 14:40:34,Daw Island,Eastern Recherche,No-take,National Park Zone,72,,,,"Off from point as complex habitat was off point, actual was sand",,Converting onto CON1,,,,,,,,,,
,Br103,-34.3329624028696,119.817516137129,2022-12-08,2022-12-08 07:30:25,2022-12-08 15:30:25,Bremer,South-west Corner,No-take,National Park Zone,62,,,,"First drop of the day, synced with lights, showed camera board with large ID so might be hard to read properly on the two cameras facing down on the tipper",,,,,,,,,,,,
,Br167,-34.3388287573362,119.800987310174,2022-12-08,2022-12-08 07:43:33,2022-12-08 15:43:33,Bremer,South-west Corner,No-take,National Park Zone,63,,,,,,,,,,,,,,,,
,Br29,-34.3465343030579,119.767815843312,2022-12-08,2022-12-08 08:02:03,2022-12-08 16:02:03,Bremer,South-west Corner,No-take,National Park Zone,63,,,,,,,,,,,,,,,,
,Br158,-34.3378428001911,119.729944835549,2022-12-08,2022-12-08 08:21:17,2022-12-08 16:21:17,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),64,,,,,,,,,,,,,,,,
,Br94,-34.3476744436718,119.690210194575,2022-12-08,2022-12-08 08:42:22,2022-12-08 16:42:22,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),62,,,,,,,,,,,,,,,,
,Br72,-34.3251449708359,119.741017574844,2022-12-09,2022-12-08 22:19:03,2022-12-09 06:19:03,Bremer,South-west Corner,No-take,National Park Zone,60,,,,"Synced, first drop of the day",,,,,,,,,,,,
,Br10,-34.313884114864,119.70424255305,2022-12-09,2022-12-08 22:38:15,2022-12-09 06:38:15,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),58,,,,,,,,,,,,,,,,
,Br136,-34.310604427639,119.730348360571,2022-12-09,2022-12-08 23:01:55,2022-12-09 07:01:55,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),60,,,,Location of pick up used as location of drop due to bad elf stopped working when putting BOSS in,,,,,,,,,,,,
,Br106,-34.3022179671584,119.722070329532,2022-12-09,2022-12-08 23:07:47,2022-12-09 07:07:47,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),59,,,,,,,,,,,,,,,,
,Br60,-34.293258164326,119.681422591497,2022-12-09,2022-12-08 23:34:34,2022-12-09 07:34:34,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),55,,,,May have shown camera the board twice before drop,,,,,,,,,,,,
,Br22,-34.2621875313049,119.734458306608,2022-12-09,2022-12-09 00:00:14,2022-12-09 08:00:14,Bremer,South-west Corner,No-take,National Park Zone,58,,,,"Synced, checked all cameras were recording and tightened all",,,,,,,,,,,,
,Brc1 ,-34.2594983347289,119.724040955686,2022-12-09,2022-12-09 00:13:48,2022-12-09 08:13:48,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),57,,,,"Showed camera the board with Br151 then showed board with Brc1, the area was sand but a big school of fish may have gone past",,,,,,,,,,,,
,Br151,-34.2533402803146,119.696057388048,2022-12-09,2022-12-09 00:29:25,2022-12-09 08:29:25,Bremer,South-west Corner,Fished,Special Purpose Zone (Mining Exclusion),55,,,,,,,,,,,,,,,,
