Dot Point Measurements

Generated: Friday 04 August 2023 10:22:47

Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	Spare	Spare	BROAD	MORPHOLOGY	TYPE	RELIEF	CODE				Radius %
WEWI03_1811.jpg	      0		777	1801													Open Water								88.8
WEWI04_1811.jpg	      0		981	1632													Unconsolidated	Sand	mud (fine sand)		82001015				62.9
WEWI04_1811.jpg	      0		1044	1842													Unconsolidated	Sand	mud (fine sand)		82001015				84.5
WEWI04_1811.jpg	      0		857	1241													Unconsolidated	Sand	mud (fine sand)		82001015				23.5
WEWI04_1811.jpg	      0		957	125													Unconsolidated	Sand	mud (fine sand)		82001015				87.5
WEWI04_1811.jpg	      0		903	1150													Unconsolidated	Sand	mud (fine sand)		82001015				14.5
WEWI04_1811.jpg	      0		664	19													Open Water								100.0
WEWI04_1811.jpg	      0		676	1290													Open Water								34.7
WEWI04_1811.jpg	      0		836	1112													Unconsolidated	Sand	mud (fine sand)		82001015				11.4
WEWI04_1811.jpg	      0		1016	1567													Unconsolidated	Sand	mud (fine sand)		82001015				57.3
WEWI04_1811.jpg	      0		1019	603													Unconsolidated	Sand	mud (fine sand)		82001015				42.2
WEWI04_1811.jpg	      0		689	1469													Open Water								49.7
WEWI04_1811.jpg	      0		608	1801													Open Water								83.3
WEWI04_1811.jpg	      0		927	484													Unconsolidated	Sand	mud (fine sand)		82001015				51.9
WEWI04_1811.jpg	      0		754	1084													Unconsolidated	Sand	mud (fine sand)		82001015				14.6
WEWI04_1811.jpg	      0		818	1754													Unknown								74.4
WEWI04_1811.jpg	      0		1016	257													Unconsolidated	Sand	mud (fine sand)		82001015				75.4
WEWI04_1811.jpg	      0		1027	1344													Unconsolidated	Sand	mud (fine sand)		82001015				36.6
WEWI04_1811.jpg	      0		874	368													Unconsolidated	Sand	mud (fine sand)		82001015				63.2
WEWI04_1811.jpg	      0		944	15													Unconsolidated	Sand	mud (fine sand)		82001015				98.4
WEWI04_1811.jpg	      0		967	951													Unconsolidated	Sand	mud (fine sand)		82001015				10.3
WEWI05_1811.jpg	      0		857	709													Unconsolidated	Sand	mud (fine sand)		82001015				23.7
WEWI05_1811.jpg	      0		790	932													Unconsolidated	Sand	mud (fine sand)		82001015				3.3
WEWI05_1811.jpg	      0		653	1891													Open Water								100.0
WEWI05_1811.jpg	      0		573	303													Open Water								70.1
WEWI05_1811.jpg	      0		767	1594													Unknown								68.1
WEWI05_1811.jpg	      0		854	705													Unconsolidated	Sand	mud (fine sand)		82001015				24.0
WEWI05_1811.jpg	      0		646	1248													Open Water								36.9
WEWI05_1811.jpg	      0		1045	203													Unconsolidated	Sand	mud (fine sand)		82001015				78.9
WEWI05_1811.jpg	      0		947	1223													Unconsolidated	Sand	mud (fine sand)		82001015				32.3
WEWI05_1811.jpg	      0		683	1443													Open Water								54.2
WEWI05_1811.jpg	      0		1016	91													Unconsolidated	Sand	mud (fine sand)		82001015				89.4
WEWI05_1811.jpg	      0		905	1677													Unconsolidated	Sand	mud (fine sand)		82001015				76.9
WEWI05_1811.jpg	      0		753	1083													Unconsolidated	Sand	mud (fine sand)		82001015				16.7
WEWI05_1811.jpg	      0		652	981													Open Water								18.2
WEWI05_1811.jpg	      0		829	1670													Unknown								75.6
WEWI05_1811.jpg	      0		557	577													Open Water								45.9
WEWI05_1811.jpg	      0		862	689													Unconsolidated	Sand	mud (fine sand)		82001015				25.8
WEWI05_1811.jpg	      0		997	646													Unconsolidated	Sand	mud (fine sand)		82001015				34.9
WEWI05_1811.jpg	      0		1068	581													Unconsolidated	Sand	mud (fine sand)		82001015				44.4
WEWI05_1811.jpg	      0		987	471													Unconsolidated	Sand	mud (fine sand)		82001015				50.8
WEWI06_1811.jpg	      0		785	1108													Unconsolidated	Sand	mud (fine sand)		82001015				20.5
WEWI06_1811.jpg	      0		774	93													Unconsolidated	Sand	mud (fine sand)		82001015				79.8
WEWI06_1811.jpg	      0		1072	1442													Unconsolidated	Sand	mud (fine sand)		82001015				60.1
WEWI06_1811.jpg	      0		629	538													Open Water								39.3
WEWI06_1811.jpg	      0		1008	827													Unconsolidated	Sand	mud (fine sand)		82001015				22.3
WEWI06_1811.jpg	      0		947	606													Unconsolidated	Sand	mud (fine sand)		82001015				32.8
WEWI06_1811.jpg	      0		789	708													Unconsolidated	Sand	mud (fine sand)		82001015				19.0
WEWI06_1811.jpg	      0		757	1258													Unconsolidated	Sand	mud (fine sand)		82001015				35.5
WEWI06_1811.jpg	      0		846	763													Unconsolidated	Sand	mud (fine sand)		82001015				14.5
WEWI06_1811.jpg	      0		650	949													Open Water								15.1
WEWI06_1811.jpg	      0		959	1308													Unconsolidated	Sand	mud (fine sand)		82001015				43.4
WEWI06_1811.jpg	      0		810	591													Unconsolidated	Sand	mud (fine sand)		82001015				30.6
WEWI06_1811.jpg	      0		916	684													Unconsolidated	Sand	mud (fine sand)		82001015				24.5
WEWI06_1811.jpg	      0		677	1493													Open Water								59.7
WEWI06_1811.jpg	      0		800	90													Unconsolidated	Sand	mud (fine sand)		82001015				80.0
WEWI06_1811.jpg	      0		579	1576													Open Water								70.1
WEWI06_1811.jpg	      0		850	649													Unconsolidated	Sand	mud (fine sand)		82001015				25.5
WEWI06_1811.jpg	      0		614	1897													Open Water								100.0
WEWI06_1811.jpg	      0		578	1344													Open Water								48.7
WEWI06_1811.jpg	      0		855	88													Unconsolidated	Sand	mud (fine sand)		82001015				80.4
WEWI07_1811.jpg	      0		835	1736													Unknown								83.5
WEWI07_1811.jpg	      0		858	1888													Unconsolidated	Sand	mud (fine sand)		82001015				100.0
WEWI07_1811.jpg	      0		1031	903													Unconsolidated	Sand	mud (fine sand)		82001015				18.9
WEWI07_1811.jpg	      0		926	564													Unconsolidated	Sand	mud (fine sand)		82001015				45.7
WEWI07_1811.jpg	      0		1065	309													Unconsolidated	Sand	mud (fine sand)		82001015				76.2
WEWI07_1811.jpg	      0		957	1332													Unconsolidated	Sand	mud (fine sand)		82001015				40.0
WEWI07_1811.jpg	      0		720	147													Open Water								92.7
WEWI07_1811.jpg	      0		966	406													Unconsolidated	Sand	mud (fine sand)		82001015				63.4
WEWI07_1811.jpg	      0		733	697													Open Water								34.5
WEWI07_1811.jpg	      0		685	1496													Open Water								60.7
WEWI07_1811.jpg	      0		943	141													Unconsolidated	Sand	mud (fine sand)		82001015				92.0
WEWI07_1811.jpg	      0		740	457													Open Water								59.0
WEWI07_1811.jpg	      0		837	380													Unconsolidated	Sand	mud (fine sand)		82001015				65.7
WEWI07_1811.jpg	      0		661	1765													Open Water								89.7
WEWI07_1811.jpg	      0		1052	1354													Unconsolidated	Sand	mud (fine sand)		82001015				45.7
WEWI07_1811.jpg	      0		626	1232													Unknown								39.2
WEWI07_1811.jpg	      0		882	1388													Unconsolidated	Sand	mud (fine sand)		82001015				45.1
WEWI07_1811.jpg	      0		939	1333													Unconsolidated	Sand	mud (fine sand)		82001015				39.7
WEWI07_1811.jpg	      0		980	1089													Unconsolidated	Sand	mud (fine sand)		82001015				16.8
WEWI07_1811.jpg	      0		1071	921													Unconsolidated	Sand	mud (fine sand)		82001015				22.4
WEWI08_1811.jpg	      0		940	494													Unconsolidated	Sand	mud (fine sand)		82001015				56.5
WEWI08_1811.jpg	      0		563	1634													Open Water								85.2
WEWI08_1811.jpg	      0		1064	1414													Unconsolidated	Sand	mud (fine sand)		82001015				60.4
WEWI08_1811.jpg	      0		917	808													Unconsolidated	Sand	mud (fine sand)		82001015				21.0
WEWI08_1811.jpg	      0		828	409													Unconsolidated	Sand	mud (fine sand)		82001015				64.9
WEWI08_1811.jpg	      0		548	1390													Open Water								60.2
WEWI08_1811.jpg	      0		673	132													Open Water								99.1
WEWI08_1811.jpg	      0		817	1649													Unconsolidated	Sand	mud (fine sand)		82001015				81.2
WEWI08_1811.jpg	      0		759	1322													Unknown								43.3
WEWI08_1811.jpg	      0		882	115													Unconsolidated	Sand	mud (fine sand)		82001015				99.8
WEWI08_1811.jpg	      0		796	1809													Unconsolidated	Sand	mud (fine sand)		82001015				100.0
WEWI08_1811.jpg	      0		589	498													Open Water								61.2
WEWI08_1811.jpg	      0		1033	1162													Unconsolidated	Sand	mud (fine sand)		82001015				34.1
WEWI08_1811.jpg	      0		909	409													Unconsolidated	Sand	mud (fine sand)		82001015				65.6
WEWI08_1811.jpg	      0		1000	983													Unconsolidated	Sand	mud (fine sand)		82001015				20.8
WEWI08_1811.jpg	      0		812	271													Unconsolidated	Sand	mud (fine sand)		82001015				81.2
WEWI08_1811.jpg	      0		917	1403													Unconsolidated	Sand	mud (fine sand)		82001015				53.2
WEWI08_1811.jpg	      0		955	910													Unconsolidated	Sand	mud (fine sand)		82001015				16.3
WEWI08_1811.jpg	      0		755	999													Open Water								9.5
WEWI08_1811.jpg	      0		749	1393													Open Water								51.8
