Dot Point Measurements																									
																									
Generated: Friday 03 February 2023 10:53:11																									
																									
Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	Spare	Spare	CATAMI_L2_L3	CATAMI_L4	CATAMI_L5	CATAMI_L6_L7	AMC	FieldOfView	Relief	uuid	Radius %
F_1.jpg	0		911	751	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	63.9
F_1.jpg	0		687	1813	202204	FranklinAMP							AB				Unscorable				Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	2a00a85e-6675-4d69-ab4f-197992dcead7	35.5
F_1.jpg	0		1076	1710	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	18.4
F_1.jpg	0		903	77	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open		f8f0be68-8462-452c-9150-cf1a6701ec48	96.8
F_1.jpg	0		889	848	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	59.7
F_1.jpg	0		616	928	202204	FranklinAMP							AB				Unscorable				Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	2a00a85e-6675-4d69-ab4f-197992dcead7	63.5
F_1.jpg	0		814	1168	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	47.6
F_1.jpg	0		960	1055	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	48.6
F_1.jpg	0		872	1580	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	30.7
F_1.jpg	0		794	1187	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	47.4
F_1.jpg	0		815	3476	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	85.1
F_1.jpg	0		1022	3235	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	70.1
F_1.jpg	0		945	3718	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	95.1
F_1.jpg	0		997	2208	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	24.6
F_1.jpg	0		1072	2529	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	35.3
F_1.jpg	0		815	1944	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	28.7
F_1.jpg	0		916	3388	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	79.2
F_1.jpg	0		715	2973	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	64
F_1.jpg	0		615	3184	202204	FranklinAMP							AB				Unscorable				Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	2a00a85e-6675-4d69-ab4f-197992dcead7	75.9
F_1.jpg	0		615	2543	202204	FranklinAMP							AB				Unscorable				Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	2a00a85e-6675-4d69-ab4f-197992dcead7	50.6
F_1.jpg	0		773	2484	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	42.6
F_1.jpg	0		758	2911	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	60.2
F_1.jpg	0		841	3681	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	94.7
F_1.jpg	0		830	2850	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	55.6
F_1.jpg	0		1059	2373	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	28.6
F_1.jpg	0		746	3212	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	74
F_1.jpg	0		992	3271	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	72.3
F_1.jpg	0		616	2561	202204	FranklinAMP							AB				Unscorable				Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	2a00a85e-6675-4d69-ab4f-197992dcead7	51.2
F_1.jpg	0		980	2548	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	38.4
F_1.jpg	0		924	2170	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	26.6
F_1.jpg	0		2121	584	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	77.9
F_1.jpg	0		1597	1559	202204	FranklinAMP							AB				Unscorable				Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	2a00a85e-6675-4d69-ab4f-197992dcead7	21.2
F_1.jpg	0		1858	36	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	99
F_1.jpg	0		1922	647	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	70.4
F_1.jpg	0		1871	526	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	75.2
F_1.jpg	0		1992	1356	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	42.4
F_1.jpg	0		2047	1034	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	56.5
F_1.jpg	0		1958	826	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	63
F_1.jpg	0		1970	222	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	91.6
F_1.jpg	0		1845	1324	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	38.4
F_1.jpg	0		1884	1189	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	45.2
F_1.jpg	0		1894	1620	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	30.4
F_1.jpg	0		1989	1475	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	38.5
F_1.jpg	0		1946	1596	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	33.3
F_1.jpg	0		2108	546	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	79.2
F_1.jpg	0		2073	982	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	59.4
F_1.jpg	0		1853	337	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	84.1
F_1.jpg	0		1856	887	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	57.9
F_1.jpg	0		1618	356	202204	FranklinAMP							AB				Unscorable				Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	2a00a85e-6675-4d69-ab4f-197992dcead7	80.5
F_1.jpg	0		1655	526	202204	FranklinAMP							AB				Unscorable				Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	2a00a85e-6675-4d69-ab4f-197992dcead7	72.3
F_1.jpg	0		2005	2769	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	54.5
F_1.jpg	0		2146	2259	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	43.3
F_1.jpg	0		1661	2760	202204	FranklinAMP							AB				Matrix > Bryozoa / Cnidaria / Encrusting Sponge Matrix				Unidentifiable	Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	2a2c3b05-a4c4-4c0f-b9a8-3b1cfe1211d0	45.9
F_1.jpg	0		1949	2649	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	47.9
F_1.jpg	0		1712	2708	202204	FranklinAMP							AB				Matrix > Bryozoa / Cnidaria / Encrusting Sponge Matrix				Unidentifiable	Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	2a2c3b05-a4c4-4c0f-b9a8-3b1cfe1211d0	44.3
F_1.jpg	0		1912	3159	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	69.6
F_1.jpg	0		2005	2722	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	52.6
F_1.jpg	0		1647	3017	202204	FranklinAMP							AB				Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Fine sand (no shell fragments)		Unidentifiable	Open		0c3b116b-2536-47da-9843-2a63596ace3e	58.3
F_1.jpg	0		2141	3231	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	78.2
F_1.jpg	0		2085	3563	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	92.1
F_1.jpg	0		1901	2994	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	61.7
F_1.jpg	0		2099	2232	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	40.6
F_1.jpg	0		1616	2905	202204	FranklinAMP							AB				Matrix > Bryozoa / Cnidaria / Encrusting Sponge Matrix				Unidentifiable	Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	2a2c3b05-a4c4-4c0f-b9a8-3b1cfe1211d0	52.4
F_1.jpg	0		1990	2444	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	41.7
F_1.jpg	0		1937	3467	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	84.7
F_1.jpg	0		2089	2796	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	58.2
F_1.jpg	0		2019	2769	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	54.9
F_1.jpg	0		1654	2093	202204	FranklinAMP							AB				Unscorable				Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	2a00a85e-6675-4d69-ab4f-197992dcead7	17.1
F_1.jpg	0		1911	3671	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	94.2
F_1.jpg	0		1925	3785	202204	FranklinAMP							AB				Bedforms > 2D	Waves (>10cm height)			Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	f8f0be68-8462-452c-9150-cf1a6701ec48	100
F_1.jpg	0		1641	251	202204	FranklinAMP							AB				Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Fine sand (no shell fragments)		Unidentifiable	Open		0c3b116b-2536-47da-9843-2a63596ace3e	86
F_10.jpg	0		992	1137	202204	FranklinAMP							AB				Matrix > Bryozoa / Cnidaria Matrix				Unidentifiable	Open		64e14508-e2ce-453a-b284-1d6c04ff5df0	42.8
F_10.jpg	0		629	1090	202204	FranklinAMP							AB				Matrix > Bryozoa / Cnidaria Matrix				Unidentifiable	Open		64e14508-e2ce-453a-b284-1d6c04ff5df0	54.7
F_10.jpg	0		744	1859	202204	FranklinAMP							AB				Matrix > Bryozoa / Cnidaria Matrix				Unidentifiable	Open		64e14508-e2ce-453a-b284-1d6c04ff5df0	30
F_10.jpg	0		1055	761	202204	FranklinAMP							AB				Matrix > Bryozoa / Cnidaria Matrix				Unidentifiable	Open		64e14508-e2ce-453a-b284-1d6c04ff5df0	59.8
F_10.jpg	0		847	1674	202204	FranklinAMP							AB				Matrix > Bryozoa / Cnidaria Matrix				Unidentifiable	Open		64e14508-e2ce-453a-b284-1d6c04ff5df0	27.4
F_10.jpg	0		613	1891	202204	FranklinAMP							AB				Matrix > Bryozoa / Cnidaria Matrix				Unidentifiable	Open		64e14508-e2ce-453a-b284-1d6c04ff5df0	36.5
F_10.jpg	0		796	456	202204	FranklinAMP							AB				Matrix > Bryozoa / Cnidaria Matrix				Unidentifiable	Open		64e14508-e2ce-453a-b284-1d6c04ff5df0	78.5
F_10.jpg	0		780	44	202204	FranklinAMP							AB				Matrix > Bryozoa / Cnidaria Matrix				Unidentifiable	Open		64e14508-e2ce-453a-b284-1d6c04ff5df0	98.5
F_10.jpg	0		949	1804	202204	FranklinAMP							AB				Matrix > Bryozoa / Cnidaria Matrix				Unidentifiable	Open		64e14508-e2ce-453a-b284-1d6c04ff5df0	20.3
F_10.jpg	0		753	360	202204	FranklinAMP							AB				Matrix > Bryozoa / Cnidaria Matrix				Unidentifiable	Open		64e14508-e2ce-453a-b284-1d6c04ff5df0	83.8
F_10.jpg	0		636	631	202204	FranklinAMP							AB				Matrix > Bryozoa / Cnidaria Matrix				Unidentifiable	Open		64e14508-e2ce-453a-b284-1d6c04ff5df0	73.7
F_10.jpg	0		605	435	202204	FranklinAMP							AB				Unscorable				Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	2a00a85e-6675-4d69-ab4f-197992dcead7	83.2
F_10.jpg	0		780	641	202204	FranklinAMP							AB				Matrix > Bryozoa / Cnidaria Matrix				Unidentifiable	Open		64e14508-e2ce-453a-b284-1d6c04ff5df0	70.1
F_10.jpg	0		648	136	202204	FranklinAMP							AB				Unscorable				Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	2a00a85e-6675-4d69-ab4f-197992dcead7	96.2
F_10.jpg	0		962	1223	202204	FranklinAMP							AB				Matrix > Bryozoa / Cnidaria Matrix				Unidentifiable	Open		64e14508-e2ce-453a-b284-1d6c04ff5df0	39.6
F_10.jpg	0		587	1389	202204	FranklinAMP							AB				Matrix > Bryozoa / Cnidaria Matrix				Unidentifiable	Open		64e14508-e2ce-453a-b284-1d6c04ff5df0	46.1
F_10.jpg	0		620	1881	202204	FranklinAMP							AB				Matrix > Bryozoa / Cnidaria Matrix				Unidentifiable	Open		64e14508-e2ce-453a-b284-1d6c04ff5df0	36.2
F_10.jpg	0		723	440	202204	FranklinAMP							AB				Matrix > Bryozoa / Cnidaria Matrix				Unidentifiable	Open		64e14508-e2ce-453a-b284-1d6c04ff5df0	80.6
F_10.jpg	0		822	216	202204	FranklinAMP							AB				Matrix > Bryozoa / Cnidaria Matrix				Unidentifiable	Open		64e14508-e2ce-453a-b284-1d6c04ff5df0	89.5
F_10.jpg	0		690	950	202204	FranklinAMP							AB				Matrix > Bryozoa / Cnidaria Matrix				Unidentifiable	Open		64e14508-e2ce-453a-b284-1d6c04ff5df0	58.5
F_10.jpg	0		623	2521	202204	FranklinAMP							AB				Matrix > Bryozoa / Cnidaria Matrix				Unidentifiable	Open		64e14508-e2ce-453a-b284-1d6c04ff5df0	47.5
F_10.jpg	0		965	2172	202204	FranklinAMP							AB				Matrix > Bryozoa / Cnidaria Matrix				Unidentifiable	Open		64e14508-e2ce-453a-b284-1d6c04ff5df0	22.9
F_10.jpg	0		628	2505	202204	FranklinAMP							AB				Matrix > Bryozoa / Cnidaria Matrix				Unidentifiable	Open		64e14508-e2ce-453a-b284-1d6c04ff5df0	46.7
F_10.jpg	0		930	2394	202204	FranklinAMP							AB				Matrix > Bryozoa / Cnidaria Matrix				Unidentifiable	Open		64e14508-e2ce-453a-b284-1d6c04ff5df0	31.9
F_10.jpg	0		1038	2903	202204	FranklinAMP							AB				Matrix > Bryozoa / Cnidaria Matrix				Unidentifiable	Open		64e14508-e2ce-453a-b284-1d6c04ff5df0	52.4
F_10.jpg	0		788	3109	202204	FranklinAMP							AB				Matrix > Bryozoa / Cnidaria Matrix				Unidentifiable	Open		64e14508-e2ce-453a-b284-1d6c04ff5df0	66.6
F_10.jpg	0		548	2885	202204	FranklinAMP							AB				Matrix > Bryozoa / Cnidaria Matrix				Unidentifiable	Open		64e14508-e2ce-453a-b284-1d6c04ff5df0	63.4
F_10.jpg	0		809	1934	202204	FranklinAMP							AB				Unscorable				Unidentifiable	Open		2a00a85e-6675-4d69-ab4f-197992dcead7	26.6
F_10.jpg	0		810	3736	202204	FranklinAMP							AB				Matrix > Bryozoa / Cnidaria Matrix				Unidentifiable	Open		64e14508-e2ce-453a-b284-1d6c04ff5df0	96.1
F_10.jpg	0		684	3285	202204	FranklinAMP							AB				Matrix > Bryozoa / Cnidaria Matrix				Unidentifiable	Open		64e14508-e2ce-453a-b284-1d6c04ff5df0	76.9
F_10.jpg	0		831	2063	202204	FranklinAMP							AB				Unscorable				Unidentifiable	Open		2a00a85e-6675-4d69-ab4f-197992dcead7	26.6
F_10.jpg	0		1007	1968	202204	FranklinAMP							AB				Matrix > Bryozoa / Cnidaria Matrix				Unidentifiable	Open		64e14508-e2ce-453a-b284-1d6c04ff5df0	16.9
F_10.jpg	0		622	2254	202204	FranklinAMP							AB				Unscorable				Unidentifiable	Open		2a00a85e-6675-4d69-ab4f-197992dcead7	40.1
F_10.jpg	0		792	3482	202204	FranklinAMP							AB				Matrix > Bryozoa / Cnidaria Matrix				Unidentifiable	Open		64e14508-e2ce-453a-b284-1d6c04ff5df0	84.1
F_10.jpg	0		817	3540	202204	FranklinAMP							AB				Matrix > Bryozoa / Cnidaria Matrix				Unidentifiable	Open		64e14508-e2ce-453a-b284-1d6c04ff5df0	86.5
F_10.jpg	0		799	2250	202204	FranklinAMP							AB				Matrix > Bryozoa / Cnidaria Matrix				Unidentifiable	Open		64e14508-e2ce-453a-b284-1d6c04ff5df0	32.1
F_10.jpg	0		558	2569	202204	FranklinAMP							AB				Unscorable				Unidentifiable	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	2a00a85e-6675-4d69-ab4f-197992dcead7	51.5
F_10.jpg	0		883	3391	202204	FranklinAMP							AB				Matrix > Bryozoa / Cnidaria Matrix				Unidentifiable	Open		64e14508-e2ce-453a-b284-1d6c04ff5df0	78.3
F_10.jpg	0		1048	3399	202204	FranklinAMP							AB				Matrix > Bryozoa / Cnidaria Matrix				Unidentifiable	Open		64e14508-e2ce-453a-b284-1d6c04ff5df0	76.7
F_10.jpg	0		597	3519	202204	FranklinAMP							AB				Matrix > Bryozoa / Cnidaria Matrix				Unidentifiable	Open		64e14508-e2ce-453a-b284-1d6c04ff5df0	89.5
