System.number,Sample,Latitude,Longitude,Date,Time,Local.time,Site,Location,Status,Zone,Depth,Observer,Successful.count,Successful.length,Habitat.Length.analyst,Habitat.length.complete.date,Video.notes,Raw.hdd.number,Con.hdd.number,Forwards.habitat.image.saved,Forwards.habitat.image.annotated,Backwards.habitat.image.saved,Backwards.habitat.image.annotated,Maxn.analyst,Maxn.complete.yyyymmdd,Maxn.checker,Length.analyst,Length.complete.date.yyyymmdd,Notes
1,TER-DC-024,-34.4774316665946,121.996675000247,2022-11-09,2022-11-09 07:55:57,2022-11-09 15:55:57,Termination Island,Eastern Recherche,Fished,,85.5,,,,Kat,2023-01-19,,,CON1,Yes,Henry Evans,,,,,,,,
1,TER-DC-025,-34.5105133329874,121.968378332902,2022-11-10,2022-11-09 23:46:49,2022-11-10 07:46:49,Termination Island,Eastern Recherche,Fished,,89.1,,,,Kat,2023-01-20,,,CON1,Yes,Henry Evans,,,,,,,,
1,TER-DC-026,-34.5096166669075,121.968338333617,2022-11-10,2022-11-09 23:59:20,2022-11-10 07:59:20,Termination Island,Eastern Recherche,Fished,,95,,,,Kat,2023-01-20,All cams good ,,CON1,Yes,Henry Evans,,,,,,,,
1,TER-DC-027,-34.564424999813,121.900255000268,2022-11-10,2022-11-10 00:41:48,2022-11-10 08:41:48,Termination Island,Eastern Recherche,Fished,,115,,,,Kat,2023-01-20,,,CON1,Yes,Henry Evans,,,,,,,,
1,TER-DC-028,-34.5695166666004,121.89697999966,2022-11-10,2022-11-10 00:57:08,2022-11-10 08:57:08,Termination Island,Eastern Recherche,Fished,,145,,,,Kat,2023-01-20,Cams checked before. On steep edge,,CON1,Yes,Henry Evans,,,,,,,,
1,TER-DC-029,-34.5721000001046,121.893988333083,2022-11-10,2022-11-10 01:11:16,2022-11-10 09:11:16,Termination Island,Eastern Recherche,Fished,,202,,,,Kat,2023-01-20,,,CON1,Yes,Henry Evans,,,,,,,,
1,TER-DC-030,-34.5699566669901,121.880271666854,2022-11-10,2022-11-10 01:31:06,2022-11-10 09:31:06,Termination Island,Eastern Recherche,Fished,,139,,,,Kat,2023-01-20,,,CON1,Yes,Henry Evans,,,,,,,,
1,TER-DC-031,-34.5741033331901,121.870293333391,2022-11-10,2022-11-10 01:46:38,2022-11-10 09:46:38,Termination Island,Eastern Recherche,Fished,,243,,,,Kat,2023-01-20,,,CON1,Yes,Molly Gerrans,,,,,,,,
1,TER-DC-032,-34.5793066669507,121.888999999988,2022-11-10,2022-11-10 02:18:24,2022-11-10 10:18:24,Termination Island,Eastern Recherche,Fished,,358,,,,Kat,2023-01-20,,,CON1,Yes,Molly Gerrans,,,,,,,,
1,TER-DC-033,-34.5778200001134,121.867196666334,2022-11-10,2022-11-10 03:00:21,2022-11-10 11:00:21,Termination Island,Eastern Recherche,Fished,,354,,,,Kat,2023-01-20,Restarted 014 cam before drop. Then resynced with lights,,CON1,Yes,Molly Gerrans,,,,,,,,
1,TER-DC-034,-34.5754433332201,121.862186666773,2022-11-10,2022-11-10 03:23:16,2022-11-10 11:23:16,Termination Island,Eastern Recherche,Fished,,268,,,,Kat,2023-01-20,Checked all cams before,,CON1,Yes,Molly Gerrans,,,,,,,,
1,TER-DC-035,-34.57124499982,121.853898332956,2022-11-10,2022-11-10 03:43:03,2022-11-10 11:43:03,Termination Island,Eastern Recherche,Fished,,137,,,,Kat,2023-01-20,,,CON1,Yes,Henry Evans,,,,,,,,
1,TER-DC-036,-34.5781450003082,121.833095000283,2022-11-10,2022-11-10 04:31:00,2022-11-10 12:31:00,Termination Island,Eastern Recherche,Fished,,192,,,,Kat,2023-01-20,,,CON1,Yes,Henry Evans,,,,,,,,
1,TER-DC-037,-34.579465000247,121.828740000125,2022-11-10,2022-11-10 04:47:44,2022-11-10 12:47:44,Termination Island,Eastern Recherche,Fished,,192,,,,Kat,2023-01-20,,,CON1,Yes,Henry Evans,,,,,,,,
Big boss,FIG-DC-08,-34.0237783333087,121.621356666483,2022-11-15,2022-11-15 03:12:08,2022-11-15 11:12:08,Figure of Eight Island,Eastern Recherche,Fished,,45.7,,,,,,First drop. ,,,,,,,,,,,,
,TEST,-34.0242766664194,121.598045000381,2022-11-15,2022-11-15 04:04:37,2022-11-15 12:04:37,Figure of Eight Island,Eastern Recherche,Fished,,47.5,,,,,,"Filmed 9 and then 25. The. Test, moved because of wind redid the bridle",,,,,,,,,,,,
,TEST1,-34.0229799998436,121.59752166705,2022-11-15,2022-11-15 04:16:45,2022-11-15 12:16:45,Figure of Eight Island,Eastern Recherche,Fished,,51.4,,,,,,Another test drop,,,,,,,,,,,,
,TEST2,-34.0222533329758,121.591766666776,2022-11-15,2022-11-15 04:29:01,2022-11-15 12:29:01,Figure of Eight Island,Eastern Recherche,Fished,,55,,,,,,Anther test,,,,,,,,,,,,
,FIG-DC-25,-34.021440000372,121.593796667078,2022-11-15,2022-11-15 05:54:52,2022-11-15 13:54:52,Figure of Eight Island,Eastern Recherche,Fished,,62.4,,,,,,Checked and synched all cameras,,,,,,,,,,,,
,FIG-DC-04,-34.0168383336324,121.595994999987,2022-11-15,2022-11-15 06:16:38,2022-11-15 14:16:38,Figure of Eight Island,Eastern Recherche,Fished,,66.9,,,,,,Andy's cords. Is Different location to proposed drop 04.,,,,,,,,,,,,
Big boss,DC01,-33.9244733334663,121.897895000252,2022-11-16,2022-11-16 03:17:05,2022-11-16 11:17:05,Cull Island,Eastern Recherche,Fished,,41.6,,,,,,First boss of the day. At cull island. Synced before. Turned cams on a long time before getting to site,,,,,,,,,,,,
Big boss,DC02,-33.9169066667753,121.913534999929,2022-11-16,2022-11-16 03:40:49,2022-11-16 11:40:49,Cull Island,Eastern Recherche,Fished,,39.9,,,,,,Second demo boss at cull island,,,,,,,,,,,,
