Dot Point Measurements																									
																									
"Generated: Tuesday, June 28, 2022 18:32:22"																									
																									
Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	Spare	Spare	BROAD	MORPHOLOGY	TYPE	FieldOfView	Relief	CODE			Radius %
Huon_10_3_1280.png	0		406	1342			10_3										Invertebrate Complex	Complex 4		Open	3. Good relief structure with some overhangs. >45 substrate slope				46.9
Huon_10_3_1280.png	0		674	1342			10_3										Invertebrate Complex	Complex 2		Limited	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope				46.9
Huon_10_3_1280.png	0		941	1342			10_3										Invertebrate Complex	Complex 2		Limited	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope				64.2
Huon_10_3_1280.png	0		139	1724			10_3										Open Water			Open					100
Huon_10_3_1280.png	0		406	1724			10_3										Invertebrate Complex	Complex 4		Open	3. Good relief structure with some overhangs. >45 substrate slope				89.9
Huon_10_3_1280.png	0		674	1724			10_3										Invertebrate Complex	Complex 2		Limited	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope				89.9
Huon_10_3_1280.png	0		941	1724			10_3										Invertebrate Complex	Complex 2		Limited	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope				100
Huon_10_4_1258.png	0		139	196			10_4										Open Water			Open					100
Huon_10_4_1258.png	0		406	196			10_4										Invertebrate Complex	Complex 3		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope				89.9
Huon_10_4_1258.png	0		674	196			10_4										Invertebrate Complex	Complex 3		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope				89.9
Huon_10_4_1258.png	0		941	196			10_4										Invertebrate Complex	Complex 3		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope				100
Huon_10_4_1258.png	0		139	578			10_4										Open Water			Open					64.2
Huon_10_4_1258.png	0		406	578			10_4										Invertebrate Complex	Complex 4		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope				46.9
Huon_10_4_1258.png	0		674	578			10_4										Invertebrate Complex	Complex 4		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope				46.9
Huon_10_4_1258.png	0		941	578			10_4										Invertebrate Complex	Complex 1		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope				64.2
Huon_10_4_1258.png	0		139	960			10_4										Open Water			Open					46.5
Huon_10_4_1258.png	0		406	960			10_4										Open Water			Open					15.5
Huon_10_4_1258.png	0		674	960			10_4										Invertebrate Complex	Complex 4		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope				15.5
Huon_10_4_1258.png	0		941	960			10_4										Invertebrate Complex	Complex 4		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope				46.5
Huon_10_4_1258.png	0		139	1342			10_4										Open Water			Open					64.2
Huon_10_4_1258.png	0		406	1342			10_4										Open Water			Open					46.9
Huon_10_4_1258.png	0		674	1342			10_4										Invertebrate Complex	Complex 4		Limited	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope				46.9
Huon_10_4_1258.png	0		941	1342			10_4										Invertebrate Complex	Complex 4		Limited	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope				64.2
Huon_10_4_1258.png	0		139	1724			10_4										Open Water			Open					100
Huon_10_4_1258.png	0		406	1724			10_4										Open Water			Open					89.9
Huon_10_4_1258.png	0		674	1724			10_4										Open Water			Open					89.9
Huon_10_4_1258.png	0		941	1724			10_4										Sponges	Hollow forms	Cups and alikes	Limited	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope	10000910			100
Huon_10_5_1276.png	0		139	196			10_5										Open Water			Open					100
Huon_10_5_1276.png	0		406	196			10_5										Open Water			Open					89.9
Huon_10_5_1276.png	0		674	196			10_5										Open Water			Open					89.9
Huon_10_5_1276.png	0		941	196			10_5										Invertebrate Complex	Complex 4		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope				100
Huon_10_5_1276.png	0		139	578			10_5										Open Water			Open					64.2
Huon_10_5_1276.png	0		406	578			10_5										Open Water			Open					46.9
Huon_10_5_1276.png	0		674	578			10_5										Invertebrate Complex	Complex 4		Open	3. Good relief structure with some overhangs. >45 substrate slope				46.9
Huon_10_5_1276.png	0		941	578			10_5										Invertebrate Complex	Complex 4		Open	3. Good relief structure with some overhangs. >45 substrate slope				64.2
Huon_10_5_1276.png	0		139	960			10_5										Open Water			Open					46.5
Huon_10_5_1276.png	0		406	960			10_5										Open Water			Open					15.5
Huon_10_5_1276.png	0		674	960			10_5										Invertebrate Complex	Complex 4		Open	3. Good relief structure with some overhangs. >45 substrate slope				15.5
Huon_10_5_1276.png	0		941	960			10_5										Invertebrate Complex	Complex 4		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope				46.5
Huon_10_5_1276.png	0		139	1342			10_5										Open Water			Open					64.2
Huon_10_5_1276.png	0		406	1342			10_5										Open Water			Open					46.9
Huon_10_5_1276.png	0		674	1342			10_5										Invertebrate Complex	Complex 4		Limited	3. Good relief structure with some overhangs. >45 substrate slope				46.9
Huon_10_5_1276.png	0		941	1342			10_5										Invertebrate Complex	Complex 4		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope				64.2
Huon_10_5_1276.png	0		139	1724			10_5										Open Water			Open					100
Huon_10_5_1276.png	0		406	1724			10_5										Open Water			Open					89.9
Huon_10_5_1276.png	0		674	1724			10_5										Invertebrate Complex	Complex 4		Limited	3. Good relief structure with some overhangs. >45 substrate slope				89.9
Huon_10_5_1276.png	0		941	1724			10_5										Invertebrate Complex	Complex 4		Limited	3. Good relief structure with some overhangs. >45 substrate slope				100
Huon_10_6_1262.png	0		139	196			10_6										Open Water			Open					100
Huon_10_6_1262.png	0		406	196			10_6										Open Water			Open					89.9
Huon_10_6_1262.png	0		674	196			10_6										Open Water			Open					89.9
Huon_10_6_1262.png	0		941	196			10_6										Open Water			Open					100
Huon_10_6_1262.png	0		139	578			10_6										Open Water			Open					64.2
Huon_10_6_1262.png	0		406	578			10_6										Open Water			Open					46.9
Huon_10_6_1262.png	0		674	578			10_6										Open Water			Open					46.9
Huon_10_6_1262.png	0		941	578			10_6										Open Water			Open					64.2
Huon_10_6_1262.png	0		139	960			10_6										Open Water			Open					46.5
Huon_10_6_1262.png	0		406	960			10_6										Open Water			Open					15.5
Huon_10_6_1262.png	0		674	960			10_6										Open Water			Open					15.5
Huon_10_6_1262.png	0		941	960			10_6										Open Water			Open					46.5
Huon_10_6_1262.png	0		139	1342			10_6										Open Water			Open					64.2
Huon_10_6_1262.png	0		406	1342			10_6										Open Water			Open					46.9
Huon_10_6_1262.png	0		674	1342			10_6										Open Water			Limited					46.9
Huon_10_6_1262.png	0		941	1342			10_6										Open Water			Limited					64.2
Huon_10_6_1262.png	0		139	1724			10_6										Open Water			Open					100
Huon_10_6_1262.png	0		406	1724			10_6										Open Water			Open					89.9
Huon_10_6_1262.png	0		674	1724			10_6										Open Water			Limited					89.9
Huon_10_6_1262.png	0		941	1724			10_6										Open Water			Limited					100
Huon_11_1_1276.png	0		139	196			11_1										Open Water			Open					100
Huon_11_1_1276.png	0		406	196			11_1										Open Water			Open					89.9
Huon_11_1_1276.png	0		674	196			11_1										Unconsolidated	Pebble / gravel (biogenic)	Coquina/Shellhash	Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001008			89.9
Huon_11_1_1276.png	0		941	196			11_1										Unconsolidated	Pebble / gravel (biogenic)	Coquina/Shellhash	Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001008			100
Huon_11_1_1276.png	0		139	578			11_1										Open Water			Open					64.2
Huon_11_1_1276.png	0		406	578			11_1										Open Water			Open					46.9
Huon_11_1_1276.png	0		674	578			11_1										Unconsolidated	Pebble / gravel (biogenic)	Coquina/Shellhash	Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001008			46.9
Huon_11_1_1276.png	0		941	578			11_1										Unconsolidated	Pebble / gravel (biogenic)	Coquina/Shellhash	Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001008			64.2
Huon_11_1_1276.png	0		139	960			11_1										Open Water			Open					46.5
Huon_11_1_1276.png	0		406	960			11_1										Open Water			Open					15.5
Huon_11_1_1276.png	0		674	960			11_1										Unconsolidated	Pebble / gravel (biogenic)	Coquina/Shellhash	Limited	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001008			15.5
Huon_11_1_1276.png	0		941	960			11_1										Unconsolidated	Pebble / gravel (biogenic)	Coquina/Shellhash	Limited	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001008			46.5
Huon_11_1_1276.png	0		139	1342			11_1										Open Water			Open					64.2
Huon_11_1_1276.png	0		406	1342			11_1										Open Water			Open					46.9
Huon_11_1_1276.png	0		674	1342			11_1										Unconsolidated	Pebble / gravel (biogenic)	Coquina/Shellhash	Limited	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001008			46.9
Huon_11_1_1276.png	0		941	1342			11_1										Unconsolidated	Pebble / gravel (biogenic)	Coquina/Shellhash	Limited	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001008			64.2
Huon_11_1_1276.png	0		139	1724			11_1										Open Water			Open					100
Huon_11_1_1276.png	0		406	1724			11_1										Open Water			Open					89.9
Huon_11_1_1276.png	0		674	1724			11_1										Unconsolidated	Pebble / gravel (biogenic)	Coquina/Shellhash	Limited	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001008			89.9
Huon_11_1_1276.png	0		941	1724			11_1										Unconsolidated	Pebble / gravel (biogenic)	Coquina/Shellhash	Limited	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001008			100
Huon_11_2_1258.png	0		139	196			11_2										Open Water			Open					100
Huon_11_2_1258.png	0		406	196			11_2										Open Water			Open					89.9
Huon_11_2_1258.png	0		674	196			11_2										Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001014			89.9
Huon_11_2_1258.png	0		941	196			11_2										Unconsolidated	Sand / mud (coarse sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	82001014			100
Huon_11_2_1258.png	0		139	578			11_2										Open Water			Open					64.2
Huon_11_2_1258.png	0		406	578			11_2										Open Water			Open					46.9
Huon_11_2_1258.png	0		674	578			11_2										Unconsolidated	Sand / mud (coarse sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	82001014			46.9
Huon_11_2_1258.png	0		941	578			11_2										Unconsolidated	Sand / mud (coarse sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	82001014			64.2
Huon_11_2_1258.png	0		139	960			11_2										Open Water			Open					46.5
Huon_11_2_1258.png	0		406	960			11_2										Open Water			Open					15.5
Huon_11_2_1258.png	0		674	960			11_2										Unconsolidated	Sand / mud (coarse sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	82001014			15.5
Huon_11_2_1258.png	0		941	960			11_2										Unconsolidated	Sand / mud (coarse sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	82001014			46.5
Huon_11_2_1258.png	0		139	1342			11_2										Open Water			Open					64.2
Huon_11_2_1258.png	0		406	1342			11_2										Open Water			Open					46.9
Huon_11_2_1258.png	0		674	1342			11_2										Unconsolidated	Sand / mud (coarse sand)		Limited	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	82001014			46.9
Huon_11_2_1258.png	0		941	1342			11_2										Unconsolidated	Sand / mud (coarse sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	82001014			64.2
Huon_11_2_1258.png	0		139	1724			11_2										Open Water			Open					100
Huon_11_2_1258.png	0		406	1724			11_2										Open Water			Open					89.9
Huon_11_2_1258.png	0		674	1724			11_2										Unconsolidated	Sand / mud (coarse sand)		Limited	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	82001014			89.9
Huon_11_2_1258.png	0		941	1724			11_2										Unconsolidated	Sand / mud (coarse sand)		Limited	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	82001014			100
Huon_11_3_1260.png	0		139	196			11_3										Open Water			Open					100
Huon_11_3_1260.png	0		406	196			11_3										Open Water			Open					89.9
Huon_11_3_1260.png	0		674	196			11_3										Open Water			Open					89.9
Huon_11_3_1260.png	0		941	196			11_3										Open Water			Open					100
Huon_11_3_1260.png	0		139	578			11_3										Open Water			Open					64.2
Huon_11_3_1260.png	0		406	578			11_3										Open Water			Open					46.9
Huon_11_3_1260.png	0		674	578			11_3										Open Water			Open					46.9
Huon_11_3_1260.png	0		941	578			11_3										Open Water			Open					64.2
Huon_11_3_1260.png	0		139	960			11_3										Open Water			Open					46.5
Huon_11_3_1260.png	0		406	960			11_3										Open Water			Open					15.5
Huon_11_3_1260.png	0		674	960			11_3										Open Water			Limited					15.5
Huon_11_3_1260.png	0		941	960			11_3										Invertebrate Complex	Complex 4		Limited	3. Good relief structure with some overhangs. >45 substrate slope				46.5
Huon_11_3_1260.png	0		139	1342			11_3										Open Water			Open					64.2
Huon_11_3_1260.png	0		406	1342			11_3										Open Water			Open					46.9
Huon_11_3_1260.png	0		674	1342			11_3										Open Water			Limited					46.9
Huon_11_3_1260.png	0		941	1342			11_3										Invertebrate Complex	Complex 4		Limited	3. Good relief structure with some overhangs. >45 substrate slope				64.2
Huon_11_3_1260.png	0		139	1724			11_3										Open Water			Open					100
Huon_11_3_1260.png	0		406	1724			11_3										Open Water			Open					89.9
Huon_11_3_1260.png	0		674	1724			11_3										Invertebrate Complex	Complex 4		Limited	3. Good relief structure with some overhangs. >45 substrate slope				89.9
Huon_11_3_1260.png	0		941	1724			11_3										Invertebrate Complex	Complex 4		Limited	3. Good relief structure with some overhangs. >45 substrate slope				100
Huon_11_4_1262.png	0		139	196			11_4										Open Water			Open					100
Huon_11_4_1262.png	0		406	196			11_4										Open Water			Open					89.9
Huon_11_4_1262.png	0		674	196			11_4										Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001014			89.9
Huon_11_4_1262.png	0		941	196			11_4										Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001014			100
Huon_11_4_1262.png	0		139	578			11_4										Open Water			Open					64.2
Huon_11_4_1262.png	0		406	578			11_4										Open Water			Open					46.9
Huon_11_4_1262.png	0		674	578			11_4										Unconsolidated	Sand / mud (coarse sand)		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope	82001014			46.9
Huon_11_4_1262.png	0		941	578			11_4										Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001014			64.2
Huon_11_4_1262.png	0		139	960			11_4										Open Water			Open					46.5
Huon_11_4_1262.png	0		406	960			11_4										Open Water			Open					15.5
Huon_11_4_1262.png	0		674	960			11_4										Invertebrate Complex	Complex 4		Limited	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope				15.5
Huon_11_4_1262.png	0		941	960			11_4										Invertebrate Complex	Complex 4		Limited	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope				46.5
Huon_11_4_1262.png	0		139	1342			11_4										Open Water			Open					64.2
Huon_11_4_1262.png	0		406	1342			11_4										Open Water			Open					46.9
Huon_11_4_1262.png	0		674	1342			11_4										Invertebrate Complex	Complex 4		Limited	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope				46.9
Huon_11_4_1262.png	0		941	1342			11_4										Invertebrate Complex	Complex 4		Limited	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope				64.2
Huon_11_4_1262.png	0		139	1724			11_4										Open Water			Open					100
Huon_11_4_1262.png	0		406	1724			11_4										Open Water			Open					89.9
Huon_11_4_1262.png	0		674	1724			11_4										Open Water			Open					89.9
Huon_11_4_1262.png	0		941	1724			11_4										Invertebrate Complex	Complex 4		Limited	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope				100
Huon_11_6_1281.png	0		139	196			11_6										Invertebrate Complex	Complex 4		Open	3. Good relief structure with some overhangs. >45 substrate slope				100
Huon_11_6_1281.png	0		406	196			11_6										Invertebrate Complex	Complex 4		Open	3. Good relief structure with some overhangs. >45 substrate slope				89.9
Huon_11_6_1281.png	0		674	196			11_6										Invertebrate Complex	Complex 4		Limited	3. Good relief structure with some overhangs. >45 substrate slope				89.9
Huon_11_6_1281.png	0		941	196			11_6										Invertebrate Complex	Complex 2		Limited	3. Good relief structure with some overhangs. >45 substrate slope				100
Huon_11_6_1281.png	0		139	578			11_6										Open Water			Open					64.2
Huon_11_6_1281.png	0		406	578			11_6										Invertebrate Complex	Complex 4		Open	3. Good relief structure with some overhangs. >45 substrate slope				46.9
Huon_11_6_1281.png	0		674	578			11_6										Invertebrate Complex	Complex 2		Limited	3. Good relief structure with some overhangs. >45 substrate slope				46.9
Huon_11_6_1281.png	0		941	578			11_6										Invertebrate Complex	Complex 4		Limited	3. Good relief structure with some overhangs. >45 substrate slope				64.2
Huon_11_6_1281.png	0		139	960			11_6										Open Water			Open					46.5
Huon_11_6_1281.png	0		406	960			11_6										Open Water			Open					15.5
Huon_11_6_1281.png	0		674	960			11_6										Invertebrate Complex	Complex 4		Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				15.5
Huon_11_6_1281.png	0		941	960			11_6										Invertebrate Complex	Complex 2		Limited	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				46.5
Huon_11_6_1281.png	0		139	1342			11_6										Open Water			Open					64.2
Huon_11_6_1281.png	0		406	1342			11_6										Open Water			Open					46.9
Huon_11_6_1281.png	0		674	1342			11_6										Invertebrate Complex	Complex 4		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope				46.9
Huon_11_6_1281.png	0		941	1342			11_6										Invertebrate Complex	Complex 2		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope				64.2
Huon_11_6_1281.png	0		139	1724			11_6										Open Water			Open					100
Huon_11_6_1281.png	0		406	1724			11_6										Open Water			Open					89.9
Huon_11_6_1281.png	0		674	1724			11_6										Invertebrate Complex	Complex 4		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope				89.9
Huon_11_6_1281.png	0		941	1724			11_6										Invertebrate Complex	Complex 4		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope				100
Huon_12_1_1258.png	0		139	196			12_1										Open Water			Open					100
Huon_12_1_1258.png	0		406	196			12_1										Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001014			89.9
Huon_12_1_1258.png	0		674	196			12_1										Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001014			89.9
Huon_12_1_1258.png	0		941	196			12_1										Unconsolidated	Pebble / gravel (biogenic)	Coquina/Shellhash	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	82001008			100
Huon_12_1_1258.png	0		139	578			12_1										Open Water			Open					64.2
Huon_12_1_1258.png	0		406	578			12_1										Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001014			46.9
Huon_12_1_1258.png	0		674	578			12_1										Unconsolidated	Pebble / gravel (biogenic)	Coquina/Shellhash	Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001008			46.9
Huon_12_1_1258.png	0		941	578			12_1										Unconsolidated	Pebble / gravel (biogenic)	Coquina/Shellhash	Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	82001008			64.2
Huon_12_1_1258.png	0		139	960			12_1										Open Water			Open					46.5
Huon_12_1_1258.png	0		406	960			12_1										Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001014			15.5
Huon_12_1_1258.png	0		674	960			12_1										Unconsolidated	Pebble / gravel (biogenic)	Coquina/Shellhash	Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001008			15.5
Huon_12_1_1258.png	0		941	960			12_1										Unconsolidated	Pebble / gravel (biogenic)	Coquina/Shellhash	Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001008			46.5
Huon_12_1_1258.png	0		139	1342			12_1										Open Water			Open					64.2
Huon_12_1_1258.png	0		406	1342			12_1										Unconsolidated	Sand / mud (coarse sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001014			46.9
Huon_12_1_1258.png	0		674	1342			12_1										Unconsolidated	Pebble / gravel (biogenic)	Coquina/Shellhash	Limited	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001008			46.9
Huon_12_1_1258.png	0		941	1342			12_1										Unconsolidated	Pebble / gravel (biogenic)	Coquina/Shellhash	Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	82001008			64.2
Huon_12_1_1258.png	0		139	1724			12_1										Open Water			Open					100
Huon_12_1_1258.png	0		406	1724			12_1										Open Water			Open					89.9
