Dot Point Measurements

Generated: Tuesday 16 May 2023 08:50:27

Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	Spare	Spare	OpCode	Period	Frame info 3	Frame info 4	Frame info 5	Frame info 6	CATAMI_L2_L3	CATAMI_L4	CATAMI_L5	Relief					Radius %
TER-BV-01_1_01_Left_MAH00137.MP4_0035938.jpg	      0		811	1563													TER-BV-01	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						58.1
TER-BV-01_1_01_Left_MAH00137.MP4_0035938.jpg	      0		886	89													TER-BV-01	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						100.0
TER-BV-01_1_01_Left_MAH00137.MP4_0035938.jpg	      0		1054	1098													TER-BV-01	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						27.3
TER-BV-01_1_01_Left_MAH00137.MP4_0035938.jpg	      0		572	1339													TER-BV-01	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						42.7
TER-BV-01_1_01_Left_MAH00137.MP4_0035938.jpg	      0		621	1725													TER-BV-01	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						78.2
TER-BV-02_1_01_Left_MAH00134.MP4_0059710.jpg	      0		598	913													TER-BV-02	1					Macroalgae								31.6
TER-BV-02_1_01_Left_MAH00134.MP4_0059710.jpg	      0		694	777													TER-BV-02	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						38.5
TER-BV-02_1_01_Left_MAH00134.MP4_0059710.jpg	      0		1012	1740													TER-BV-02	1					Macroalgae								77.4
TER-BV-02_1_01_Left_MAH00134.MP4_0059710.jpg	      0		758	1904													TER-BV-02	1					Unscorable								92.7
TER-BV-02_1_01_Left_MAH00134.MP4_0059710.jpg	      0		1058	1688													TER-BV-02	1					Substrate > Consolidated (hard)	Rock							73.7
TER-BV-02_1_01_Left_MAH00134.MP4_0059710.jpg	      0		599	1417													TER-BV-02	1					Macroalgae > Erect fine branching	Red							43.8
TER-BV-02_1_01_Left_MAH00134.MP4_0059710.jpg	      0		940	230													TER-BV-02	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						100.0
TER-BV-02_1_01_Left_MAH00134.MP4_0059710.jpg	      0		566	714													TER-BV-02	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						51.6
TER-BV-02_1_01_Left_MAH00134.MP4_0059710.jpg	      0		982	1198													TER-BV-02	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						23.3
TER-BV-02_1_01_Left_MAH00134.MP4_0059710.jpg	      0		864	1266													TER-BV-02	1					Sponges > Erect forms	Branching							20.6
TER-BV-02_1_01_Left_MAH00134.MP4_0059710.jpg	      0		962	1230													TER-BV-02	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						23.5
TER-BV-02_1_01_Left_MAH00134.MP4_0059710.jpg	      0		1002	908													TER-BV-02	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						30.9
TER-BV-02_1_01_Left_MAH00134.MP4_0059710.jpg	      0		555	768													TER-BV-02	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						47.2
TER-BV-02_1_01_Left_MAH00134.MP4_0059710.jpg	      0		770	1659													TER-BV-02	1					Matrix > Bryozoa / Cnidaria Matrix								64.6
TER-BV-02_1_01_Left_MAH00134.MP4_0059710.jpg	      0		800	483													TER-BV-02	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						70.0
TER-BV-02_1_01_Left_MAH00134.MP4_0059710.jpg	      0		698	980													TER-BV-02	1					Macroalgae								18.0
TER-BV-02_1_01_Left_MAH00134.MP4_0059710.jpg	      0		908	1339													TER-BV-02	1					Sponges > Erect forms	Branching							30.2
TER-BV-02_1_01_Left_MAH00134.MP4_0059710.jpg	      0		753	410													TER-BV-02	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						78.5
TER-BV-02_1_01_Left_MAH00134.MP4_0059710.jpg	      0		1065	701													TER-BV-02	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						53.8
TER-BV-02_1_01_Left_MAH00134.MP4_0059710.jpg	      0		551	1573													TER-BV-02	1					Matrix > Bryozoa / Cnidaria Matrix								61.9
TER-BV-03_1_01_Left_MAH01287.MP4_0043942.jpg	      0		809	1862													TER-BV-03	1					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						100.0
TER-BV-03_1_01_Left_MAH01287.MP4_0043942.jpg	      0		956	671													TER-BV-03	1					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						25.4
TER-BV-03_1_01_Left_MAH01287.MP4_0043942.jpg	      0		1017	523													TER-BV-03	1					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						41.6
TER-BV-03_1_01_Left_MAH01287.MP4_0043942.jpg	      0		643	1732													TER-BV-03	1					Unscorable								88.5
TER-BV-03_1_01_Left_MAH01287.MP4_0043942.jpg	      0		588	18													TER-BV-03	1					Unscorable								90.9
TER-BV-03_1_01_Left_MAH01287.MP4_0043942.jpg	      0		731	172													TER-BV-03	1					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						72.6
TER-BV-03_1_01_Left_MAH01287.MP4_0043942.jpg	      0		838	466													TER-BV-03	1					Macroalgae								42.2
TER-BV-03_1_01_Left_MAH01287.MP4_0043942.jpg	      0		868	129													TER-BV-03	1					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						76.5
TER-BV-03_1_01_Left_MAH01287.MP4_0043942.jpg	      0		1058	1796													TER-BV-03	1					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						96.4
TER-BV-03_1_01_Left_MAH01287.MP4_0043942.jpg	      0		901	1192													TER-BV-03	1					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						32.8
TER-BV-03_1_01_Left_MAH01287.MP4_0043942.jpg	      0		781	494													TER-BV-03	1					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						39.4
TER-BV-03_1_01_Left_MAH01287.MP4_0043942.jpg	      0		545	145													TER-BV-03	1					Unscorable								79.8
TER-BV-03_1_01_Left_MAH01287.MP4_0043942.jpg	      0		686	57													TER-BV-03	1					Unscorable								84.8
TER-BV-03_1_01_Left_MAH01287.MP4_0043942.jpg	      0		714	1563													TER-BV-03	1					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						70.4
TER-BV-03_1_01_Left_MAH01287.MP4_0043942.jpg	      0		752	1816													TER-BV-03	1					Bryozoa > Soft	Foliaceous							95.5
TER-BV-03_1_01_Left_MAH01287.MP4_0043942.jpg	      0		964	563													TER-BV-03	1					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						35.4
TER-BV-03_1_01_Left_MAH01287.MP4_0043942.jpg	      0		971	991													TER-BV-03	1					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						19.1
TER-BV-03_1_01_Left_MAH01287.MP4_0043942.jpg	      0		641	1247													TER-BV-03	1					Unscorable								41.6
TER-BV-03_1_01_Left_MAH01287.MP4_0043942.jpg	      0		1070	456													TER-BV-03	1					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						50.2
TER-BV-03_1_01_Left_MAH01287.MP4_0043942.jpg	      0		856	1702													TER-BV-03	1					Unscorable								83.8
TER-BV-04_1_01_Left_MAH00290.MP4_0034116.jpg	      0		825	269													TER-BV-04	1					Macroalgae > Large canopy-forming	Brown	Scytothalia dorycarpa						63.6
TER-BV-04_1_01_Left_MAH00290.MP4_0034116.jpg	      0		976	1445													TER-BV-04	1					Macroalgae > Large canopy-forming	Brown	Scytothalia dorycarpa						67.3
TER-BV-04_1_01_Left_MAH00290.MP4_0034116.jpg	      0		624	263													TER-BV-04	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						67.2
TER-BV-04_1_01_Left_MAH00290.MP4_0034116.jpg	      0		648	355													TER-BV-04	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						56.8
TER-BV-04_1_01_Left_MAH00290.MP4_0034116.jpg	      0		642	468													TER-BV-04	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						45.5
TER-BV-04_1_01_Left_MAH00290.MP4_0034116.jpg	      0		1050	1088													TER-BV-04	1					Macroalgae > Large canopy-forming	Brown	Scytothalia dorycarpa						37.1
TER-BV-04_1_01_Left_MAH00290.MP4_0034116.jpg	      0		975	397													TER-BV-04	1					Macroalgae > Large canopy-forming	Brown	Scytothalia dorycarpa						53.0
TER-BV-04_1_01_Left_MAH00290.MP4_0034116.jpg	      0		898	1186													TER-BV-04	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						37.8
TER-BV-04_1_01_Left_MAH00290.MP4_0034116.jpg	      0		551	1058													TER-BV-04	1					Unscorable								35.6
TER-BV-04_1_01_Left_MAH00290.MP4_0034116.jpg	      0		643	242													TER-BV-04	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						68.8
TER-BV-04_1_01_Left_MAH00290.MP4_0034116.jpg	      0		905	1175													TER-BV-04	1					Macroalgae > Large canopy-forming	Brown	Scytothalia dorycarpa						36.9
TER-BV-04_1_01_Left_MAH00290.MP4_0034116.jpg	      0		808	695													TER-BV-04	1					Macroalgae > Large canopy-forming	Brown	Scytothalia dorycarpa						17.1
TER-BV-04_1_01_Left_MAH00290.MP4_0034116.jpg	      0		883	1030													TER-BV-04	1					Macroalgae > Large canopy-forming	Brown	Scytothalia dorycarpa						21.2
TER-BV-04_1_01_Left_MAH00290.MP4_0034116.jpg	      0		927	894													TER-BV-04	1					Macroalgae > Large canopy-forming	Brown	Scytothalia dorycarpa						14.1
TER-BV-04_1_01_Left_MAH00290.MP4_0034116.jpg	      0		655	1579													TER-BV-04	1					Unscorable								80.9
TER-BV-04_1_01_Left_MAH00290.MP4_0034116.jpg	      0		1070	1003													TER-BV-04	1					Macroalgae > Large canopy-forming	Brown	Scytothalia dorycarpa						33.3
TER-BV-04_1_01_Left_MAH00290.MP4_0034116.jpg	      0		559	818													TER-BV-04	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						27.1
TER-BV-04_1_01_Left_MAH00290.MP4_0034116.jpg	      0		672	1290													TER-BV-04	1					Unscorable								49.9
TER-BV-04_1_01_Left_MAH00290.MP4_0034116.jpg	      0		879	1766													TER-BV-04	1					Macroalgae > Large canopy-forming	Brown	Scytothalia dorycarpa						100.0
TER-BV-04_1_01_Left_MAH00290.MP4_0034116.jpg	      0		906	18													TER-BV-04	1					Macroalgae > Large canopy-forming	Brown	Scytothalia dorycarpa						91.7
TER-BV-05_1_01_Left_MAH00275.MP4_0027876.jpg	      0		889	1588													TER-BV-05	1					Matrix > Mixed Sessile Invertebrate								27.1
TER-BV-05_1_01_Left_MAH00275.MP4_0027876.jpg	      0		1064	1014													TER-BV-05	1					Sponges > Erect forms	Laminar							33.1
TER-BV-05_1_01_Left_MAH00275.MP4_0027876.jpg	      0		604	1048													TER-BV-05	1					Unscorable								26.2
TER-BV-05_1_01_Left_MAH00275.MP4_0027876.jpg	      0		1048	1878													TER-BV-05	1					Matrix > Mixed Sessile Invertebrate								55.2
TER-BV-05_1_01_Left_MAH00275.MP4_0027876.jpg	      0		895	1903													TER-BV-05	1					Unscorable								53.6
TER-BV-05_1_01_Left_MAH00275.MP4_0027876.jpg	      0		974	1531													TER-BV-05	1					Matrix > Mixed Sessile Invertebrate								26.0
TER-BV-05_1_01_Left_MAH00275.MP4_0027876.jpg	      0		597	881													TER-BV-05	1					Unscorable								38.8
TER-BV-05_1_01_Left_MAH00275.MP4_0027876.jpg	      0		913	1874													TER-BV-05	1					Unscorable								51.5
TER-BV-05_1_01_Left_MAH00275.MP4_0027876.jpg	      0		705	1312													TER-BV-05	1					Matrix > Mixed Sessile Invertebrate								7.8
TER-BV-05_1_01_Left_MAH00275.MP4_0027876.jpg	      0		844	292													TER-BV-05	1					Sponges > Erect forms	Simple							85.7
TER-BV-05_1_01_Left_MAH00275.MP4_0027876.jpg	      0		917	1415													TER-BV-05	1					Matrix > Mixed Sessile Invertebrate								15.2
TER-BV-05_1_01_Left_MAH00275.MP4_0027876.jpg	      0		649	1185													TER-BV-05	1					Unscorable								15.2
TER-BV-05_1_01_Left_MAH00275.MP4_0027876.jpg	      0		754	1312													TER-BV-05	1					Unscorable								4.0
TER-BV-05_1_01_Left_MAH00275.MP4_0027876.jpg	      0		756	1295													TER-BV-05	1					Unscorable								3.3
TER-BV-05_1_01_Left_MAH00275.MP4_0027876.jpg	      0		681	1140													TER-BV-05	1					Unscorable								16.0
TER-BV-05_1_01_Left_MAH00275.MP4_0027876.jpg	      0		578	1815													TER-BV-05	1					Unscorable								49.0
TER-BV-05_1_01_Left_MAH00275.MP4_0027876.jpg	      0		1031	1775													TER-BV-05	1					Matrix > Mixed Sessile Invertebrate								46.6
TER-BV-05_1_01_Left_MAH00275.MP4_0027876.jpg	      0		713	127													TER-BV-05	1					Cnidaria > Corals	Black & Octocorals	Branching (3D)						100.0
TER-BV-05_1_01_Left_MAH00275.MP4_0027876.jpg	      0		555	1550													TER-BV-05	1					Unscorable								30.5
TER-BV-05_1_01_Left_MAH00275.MP4_0027876.jpg	      0		703	819													TER-BV-05	1					Unscorable								41.0
TER-BV-06_1_01_Left_MAH00278.MP4_0036296.jpg	      0		952	480													TER-BV-06	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						50.2
TER-BV-06_1_01_Left_MAH00278.MP4_0036296.jpg	      0		983	724													TER-BV-06	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						27.3
TER-BV-06_1_01_Left_MAH00278.MP4_0036296.jpg	      0		1052	1543													TER-BV-06	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						67.4
TER-BV-06_1_01_Left_MAH00278.MP4_0036296.jpg	      0		825	984													TER-BV-06	1					Macroalgae > Large canopy-forming	Brown	Scytothalia dorycarpa						5.0
TER-BV-06_1_01_Left_MAH00278.MP4_0036296.jpg	      0		880	1468													TER-BV-06	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						55.9
TER-BV-06_1_01_Left_MAH00278.MP4_0036296.jpg	      0		907	893													TER-BV-06	1					Macroalgae > Large canopy-forming	Brown	Scytothalia dorycarpa						8.4
TER-BV-06_1_01_Left_MAH00278.MP4_0036296.jpg	      0		883	645													TER-BV-06	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						31.7
TER-BV-06_1_01_Left_MAH00278.MP4_0036296.jpg	      0		712	1711													TER-BV-06	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						82.8
TER-BV-06_1_01_Left_MAH00278.MP4_0036296.jpg	      0		1055	1694													TER-BV-06	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						82.8
TER-BV-06_1_01_Left_MAH00278.MP4_0036296.jpg	      0		979	7													TER-BV-06	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						100.0
TER-BV-06_1_01_Left_MAH00278.MP4_0036296.jpg	      0		730	1527													TER-BV-06	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						63.2
TER-BV-06_1_01_Left_MAH00278.MP4_0036296.jpg	      0		886	634													TER-BV-06	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						32.8
TER-BV-06_1_01_Left_MAH00278.MP4_0036296.jpg	      0		586	1764													TER-BV-06	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						91.4
TER-BV-06_1_01_Left_MAH00278.MP4_0036296.jpg	      0		722	269													TER-BV-06	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						72.4
TER-BV-06_1_01_Left_MAH00278.MP4_0036296.jpg	      0		664	350													TER-BV-06	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						65.5
TER-BV-06_1_01_Left_MAH00278.MP4_0036296.jpg	      0		790	247													TER-BV-06	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						73.8
TER-BV-06_1_01_Left_MAH00278.MP4_0036296.jpg	      0		779	699													TER-BV-06	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						26.6
TER-BV-06_1_01_Left_MAH00278.MP4_0036296.jpg	      0		896	1529													TER-BV-06	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						62.4
TER-BV-06_1_01_Left_MAH00278.MP4_0036296.jpg	      0		842	1204													TER-BV-06	1					Macroalgae > Large canopy-forming	Brown	Scytothalia dorycarpa						27.8
TER-BV-06_1_01_Left_MAH00278.MP4_0036296.jpg	      0		771	456													TER-BV-06	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						52.0
TER-BV-07_1_01_Left_MAH00141.MP4_0024768.jpg	      0		1066	1429													TER-BV-07	1					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						61.3
TER-BV-07_1_01_Left_MAH00141.MP4_0024768.jpg	      0		980	1111													TER-BV-07	1					Matrix > Mixed Sessile Invertebrate								29.5
TER-BV-07_1_01_Left_MAH00141.MP4_0024768.jpg	      0		665	1205													TER-BV-07	1					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						36.3
TER-BV-07_1_01_Left_MAH00141.MP4_0024768.jpg	      0		925	1867													TER-BV-07	1					Matrix > Mixed Sessile Invertebrate								100.0
TER-BV-07_1_01_Left_MAH00141.MP4_0024768.jpg	      0		860	299													TER-BV-07	1					Sponges > Erect forms	Simple							57.1
TER-BV-07_1_01_Left_MAH00141.MP4_0024768.jpg	      0		977	565													TER-BV-07	1					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						34.7
TER-BV-07_1_01_Left_MAH00141.MP4_0024768.jpg	      0		676	1597													TER-BV-07	1					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						73.7
TER-BV-07_1_01_Left_MAH00141.MP4_0024768.jpg	      0		1067	725													TER-BV-07	1					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						29.5
TER-BV-07_1_01_Left_MAH00141.MP4_0024768.jpg	      0		955	679													TER-BV-07	1					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						23.9
TER-BV-07_1_01_Left_MAH00141.MP4_0024768.jpg	      0		628	241													TER-BV-07	1					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						65.2
TER-BV-07_1_01_Left_MAH00141.MP4_0024768.jpg	      0		784	962													TER-BV-07	1					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						9.5
TER-BV-07_1_01_Left_MAH00141.MP4_0024768.jpg	      0		782	311													TER-BV-07	1					Sponges > Erect forms	Simple							55.7
TER-BV-07_1_01_Left_MAH00141.MP4_0024768.jpg	      0		714	1045													TER-BV-07	1					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						19.8
TER-BV-07_1_01_Left_MAH00141.MP4_0024768.jpg	      0		824	791													TER-BV-07	1					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						8.0
TER-BV-07_1_01_Left_MAH00141.MP4_0024768.jpg	      0		692	1068													TER-BV-07	1					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						22.9
TER-BV-07_1_01_Left_MAH00141.MP4_0024768.jpg	      0		599	633													TER-BV-07	1					Matrix > Mixed Sessile Invertebrate								31.5
TER-BV-07_1_01_Left_MAH00141.MP4_0024768.jpg	      0		671	1421													TER-BV-07	1					Matrix > Mixed Sessile Invertebrate								56.6
TER-BV-07_1_01_Left_MAH00141.MP4_0024768.jpg	      0		810	134													TER-BV-07	1					Cnidaria > Colonial anemones								73.3
TER-BV-07_1_01_Left_MAH00141.MP4_0024768.jpg	      0		923	556													TER-BV-07	1					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						33.3
TER-BV-07_1_01_Left_MAH00141.MP4_0024768.jpg	      0		568	758													TER-BV-07	1					Matrix > Mixed Sessile Invertebrate								26.3
TER-BV-08_1_01_Left_MAH00139.MP4_0035039.jpg	      0		914	1484													TER-BV-08	1					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						29.3
TER-BV-08_1_01_Left_MAH00139.MP4_0035039.jpg	      0		800	1158													TER-BV-08	1					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						1.9
TER-BV-08_1_01_Left_MAH00139.MP4_0035039.jpg	      0		716	1273													TER-BV-08	1					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						12.9
TER-BV-08_1_01_Left_MAH00139.MP4_0035039.jpg	      0		1040	433													TER-BV-08	1					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						68.8
TER-BV-08_1_01_Left_MAH00139.MP4_0035039.jpg	      0		620	1761													TER-BV-08	1					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						55.6
TER-BV-08_1_01_Left_MAH00139.MP4_0035039.jpg	      0		923	1526													TER-BV-08	1					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						33.1
TER-BV-08_1_01_Left_MAH00139.MP4_0035039.jpg	      0		784	521													TER-BV-08	1					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						58.0
TER-BV-08_1_01_Left_MAH00139.MP4_0035039.jpg	      0		837	982													TER-BV-08	1					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						16.9
TER-BV-08_1_01_Left_MAH00139.MP4_0035039.jpg	      0		846	299													TER-BV-08	1					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						77.9
TER-BV-08_1_01_Left_MAH00139.MP4_0035039.jpg	      0		760	1859													TER-BV-08	1					Unscorable								61.7
TER-BV-08_1_01_Left_MAH00139.MP4_0035039.jpg	      0		809	1684													TER-BV-08	1					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						45.8
TER-BV-08_1_01_Left_MAH00139.MP4_0035039.jpg	      0		836	1679													TER-BV-08	1					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						45.5
TER-BV-08_1_01_Left_MAH00139.MP4_0035039.jpg	      0		989	63													TER-BV-08	1					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						100.0
TER-BV-08_1_01_Left_MAH00139.MP4_0035039.jpg	      0		561	1742													TER-BV-08	1					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						55.9
TER-BV-08_1_01_Left_MAH00139.MP4_0035039.jpg	      0		735	1231													TER-BV-08	1					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						9.2
TER-BV-08_1_01_Left_MAH00139.MP4_0035039.jpg	      0		678	1128													TER-BV-08	1					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						13.0
TER-BV-08_1_01_Left_MAH00139.MP4_0035039.jpg	      0		648	364													TER-BV-08	1					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						73.5
TER-BV-08_1_01_Left_MAH00139.MP4_0035039.jpg	      0		918	750													TER-BV-08	1					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						38.6
TER-BV-08_1_01_Left_MAH00139.MP4_0035039.jpg	      0		1066	1729													TER-BV-08	1					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						54.6
TER-BV-08_1_01_Left_MAH00139.MP4_0035039.jpg	      0		877	1741													TER-BV-08	1					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						51.2
TER-BV-09_1_01_Left_MAH01292.MP4_0045498.jpg	      0		1018	913													TER-BV-09	1					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						23.7
TER-BV-09_1_01_Left_MAH01292.MP4_0045498.jpg	      0		911	659													TER-BV-09	1					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						38.2
TER-BV-09_1_01_Left_MAH01292.MP4_0045498.jpg	      0		549	1230													TER-BV-09	1					Unscorable								35.6
TER-BV-09_1_01_Left_MAH01292.MP4_0045498.jpg	      0		729	142													TER-BV-09	1					Unscorable								91.0
TER-BV-09_1_01_Left_MAH01292.MP4_0045498.jpg	      0		1012	1356													TER-BV-09	1					Macroalgae > Drift Algae								41.4
TER-BV-09_1_01_Left_MAH01292.MP4_0045498.jpg	      0		581	1221													TER-BV-09	1					Unscorable								32.5
