Dot Point Measurements

Generated: Tuesday 01 August 2023 14:45:22

Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	Spare	Spare	BROAD	MORPHOLOGY	TYPE	RELIEF	CODE				Radius %
SC05_2011.jpg	      0		958	403													Unconsolidated	Sand	mud (fine sand)		82001015				66.0
SC05_2011.jpg	      0		636	1151													Open Water								23.9
SC05_2011.jpg	      0		574	1748													Open Water								83.1
SC05_2011.jpg	      0		547	1478													Open Water								57.6
SC05_2011.jpg	      0		987	279													Unconsolidated	Sand	mud (fine sand)		82001015				79.6
SC05_2011.jpg	      0		843	66													Unconsolidated	Sand	mud (fine sand)		82001015				100.0
SC05_2011.jpg	      0		884	533													Unconsolidated	Sand	mud (fine sand)		82001015				50.8
SW01_2011.jpg	      0		645	489													Open Water								71.7
SW01_2011.jpg	      0		835	1621													Unknown								35.5
SW01_2011.jpg	      0		571	1395													Open Water								26.6
SW01_2011.jpg	      0		577	1499													Open Water								32.4
SW01_2011.jpg	      0		909	992													Unconsolidated	Sand	mud (fine sand)		82001015				24.9
SW01_2011.jpg	      0		886	1512													Unconsolidated	Sand	mud (fine sand)		82001015				26.2
SW01_2011.jpg	      0		936	174													Bryozoa				20000000				100.0
SW01_2011.jpg	      0		823	513													Unconsolidated	Sand	mud (fine sand)		82001015				67.8
SW01_2011.jpg	      0		1016	1691													Bryozoa				20000000				46.0
SW01_2011.jpg	      0		667	1326													Open Water								15.5
SW01_2011.jpg	      0		796	1862													Unconsolidated	Sand	mud (fine sand)		82001015				57.8
SW01_2011.jpg	      0		796	1642													Unknown								37.4
SW01_2011.jpg	      0		1005	938													Unconsolidated	Sand	mud (fine sand)		82001015				33.5
SW01_2011.jpg	      0		935	1688													Bryozoa				20000000				43.2
SW01_2011.jpg	      0		598	1813													Open Water								56.8
SW01_2011.jpg	      0		734	748													Bryozoa				20000000				46.4
SW01_2011.jpg	      0		1006	244													Bryozoa				20000000				94.5
SW01_2011.jpg	      0		754	1493													Unknown								24.1
SW01_2011.jpg	      0		677	1333													Open Water								15.2
SW01_2011.jpg	      0		1058	1846													Bryozoa				20000000				60.8
SW02_2011.jpg	      0		779	366													Bryozoa				20000000				71.6
SW02_2011.jpg	      0		793	992													Unconsolidated	Sand	mud (fine sand)		82001015				4.3
SW02_2011.jpg	      0		955	1029													Bryozoa				20000000				14.4
SW02_2011.jpg	      0		751	1179													Unconsolidated	Sand	mud (fine sand)		82001015				19.7
SW02_2011.jpg	      0		651	1465													Open Water								52.9
SW02_2011.jpg	      0		1070	1294													Bryozoa				20000000				40.8
SW02_2011.jpg	      0		976	118													Unconsolidated	Sand	mud (fine sand)		82001015				100.0
SW02_2011.jpg	      0		886	229													Bryozoa				20000000				86.8
SW02_2011.jpg	      0		649	1589													Open Water								65.8
SW02_2011.jpg	      0		636	272													Open Water								84.3
SW02_2011.jpg	      0		813	1736													Unconsolidated	Sand	mud (fine sand)		82001015				79.2
SW02_2011.jpg	      0		1005	1749													Unknown								82.9
SW02_2011.jpg	      0		1034	1135													Unconsolidated	Unknown			82001005				26.5
SW02_2011.jpg	      0		804	202													Bryozoa				20000000				89.5
SW02_2011.jpg	      0		702	1250													Unknown								29.0
SW02_2011.jpg	      0		635	293													Open Water								82.1
SW02_2011.jpg	      0		1036	1811													Unknown								90.4
SW02_2011.jpg	      0		688	318													Open Water								78.1
SW02_2011.jpg	      0		1009	1603													Unconsolidated	Sand	mud (fine sand)		82001015				67.6
SW02_2011.jpg	      0		620	1687													Open Water								77.1
SW03_2011.jpg	      0		845	1192													Bryozoa				20000000				27.7
SW03_2011.jpg	      0		546	876													Open Water								28.9
SW03_2011.jpg	      0		1000	1877													Unknown								100.0
SW03_2011.jpg	      0		1016	588													Unconsolidated	Sand	mud (fine sand)		82001015				40.2
SW03_2011.jpg	      0		580	637													Open Water								38.8
SW03_2011.jpg	      0		893	359													Bryozoa				20000000				59.0
SW03_2011.jpg	      0		575	1576													Open Water								71.9
SW03_2011.jpg	      0		853	376													Bryozoa				20000000				56.9
SW03_2011.jpg	      0		877	984													Bryozoa				20000000				8.3
SW03_2011.jpg	      0		1056	965													Unconsolidated	Sand	mud (fine sand)		82001015				24.6
SW03_2011.jpg	      0		838	1096													Unconsolidated	Sand	mud (fine sand)		82001015				17.7
SW03_2011.jpg	      0		968	655													Bryozoa				20000000				31.8
SW03_2011.jpg	      0		999	788													Bryozoa				20000000				23.2
SW03_2011.jpg	      0		590	845													Open Water								25.3
SW03_2011.jpg	      0		919	1745													Unknown								85.2
SW03_2011.jpg	      0		846	652													Bryozoa				20000000				28.3
SW03_2011.jpg	      0		606	771													Open Water								27.4
SW03_2011.jpg	      0		584	867													Open Water								25.3
SW03_2011.jpg	      0		1037	1060													Unconsolidated	Sand	mud (fine sand)		82001015				26.3
SW03_2011.jpg	      0		807	599													Bryozoa				20000000				33.8
SW04_2011.jpg	      0		552	1578													Open Water								36.2
SW04_2011.jpg	      0		735	1722													Unconsolidated	Sand	mud (fine sand)		82001015				45.7
SW04_2011.jpg	      0		797	1222													Unconsolidated	Sand	mud (fine sand)		82001015				6.6
SW04_2011.jpg	      0		584	865													Open Water								33.9
SW04_2011.jpg	      0		822	1788																					52.3
SW04_2011.jpg	      0		1040	1275													Unconsolidated	Sand	mud (fine sand)		82001015				29.0
SW04_2011.jpg	      0		1028	476													Bryozoa				20000000				71.8
SW04_2011.jpg	      0		912	1346													Bryozoa				20000000				20.6
SW04_2011.jpg	      0		926	1894													Unknown								63.8
SW04_2011.jpg	      0		611	1712													Open Water								45.9
SW04_2011.jpg	      0		611	109													Open Water								100.0
SW04_2011.jpg	      0		637	1075													Open Water								14.8
SW04_2011.jpg	      0		645	876													Open Water								31.2
SW04_2011.jpg	      0		568	1631													Open Water								40.0
SW04_2011.jpg	      0		595	178													Open Water								93.9
SW04_2011.jpg	      0		584	1913													Open Water								64.1
SW04_2011.jpg	      0		564	659													Open Water								52.0
SW04_2011.jpg	      0		851	1753													Unknown								49.8
SW04_2011.jpg	      0		617	1228													Unknown								9.7
SW04_2011.jpg	      0		798	989													Unknown								21.4
SW05_2011.jpg	      0		978	662													Bryozoa				20000000				29.0
SW05_2011.jpg	      0		1050	209													Bryozoa				20000000				74.4
SW05_2011.jpg	      0		831	460													Bryozoa				20000000				46.7
SW05_2011.jpg	      0		716	1461													Bryozoa				20000000				55.9
SW05_2011.jpg	      0		800	1141													Unconsolidated	Sand	mud (fine sand)		82001015				22.5
SW05_2011.jpg	      0		898	958													Unconsolidated	Sand	mud (fine sand)		82001015				5.3
SW05_2011.jpg	      0		978	420													Bryozoa				20000000				52.1
SW05_2011.jpg	      0		958	966													Unconsolidated	Sand	mud (fine sand)		82001015				10.9
SW05_2011.jpg	      0		1042	147													Bryozoa				20000000				80.2
SW05_2011.jpg	      0		1051	424													Bryozoa				20000000				53.9
SW05_2011.jpg	      0		615	1798													Open Water								91.2
SW05_2011.jpg	      0		742	810													Bryozoa				20000000				16.3
SW05_2011.jpg	      0		939	422													Bryozoa				20000000				51.1
SW05_2011.jpg	      0		785	1873													Unconsolidated	Sand	mud (fine sand)		82001015				95.7
SW05_2011.jpg	      0		635	294													Bryozoa				20000000				67.2
SW05_2011.jpg	      0		969	1407													Bryozoa				20000000				49.9
SW05_2011.jpg	      0		560	1874													Open Water								100.0
SW05_2011.jpg	      0		616	798													Open Water								27.4
SW05_2011.jpg	      0		920	544													Unconsolidated	Sand	mud (fine sand)		82001015				38.7
SW05_2011.jpg	      0		1073	1812													Bryozoa				20000000				91.8
