campaignid,sample,Broad: Consolidated: Rock: Turf mat,Broad: Consolidated: Rock: Veneer,Broad: Echinodermata: Ophiuroids: Brittle stars,Broad: Invertebrate Complex: Complex 1: ,Broad: Invertebrate Complex: Complex 2: ,Broad: Invertebrate Complex: Complex 3: ,Broad: Invertebrate Complex: Complex 4: ,Broad: Macroalgae: Erect fine branching: Red,Broad: Macroalgae: Large canopy-forming: Brown,Broad: Octocoral/Black: Branching (3D): ,Broad: Open Water: : ,Broad: Sponges: Crusts: Encrusting,Broad: Sponges: Erect forms: Branching,Broad: Sponges: Erect forms: Lamiar,Broad: Sponges: Erect forms: Palmate,Broad: Sponges: Hollow forms: Cups and alikes,Broad: Sponges: Large Multi Form >10cm: ,Broad: Sponges: Massive forms: Simple,Broad: Unconsolidated: Pebble / gravel (biogenic): Coquina/Shellhash,mean.relief,sd.relief,method,planned.or.exploratory,Date,Time,Depth,Location,Site,Status,Latitude,Longitude,Inc_prob,Observer,Successful.count,Successful.length,Habitat.image.forward,Analysis.notes
Freycinet_202108,12_1,0,0,0,0,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1.4,3.130495168,BRUV,MBH,8/09/2021,9:58,128,Freycinet AMP,12,VI,-41.83684504,148.5909025,0.000691922,NFH,Y,Y,Y,n.a
Freycinet_202108,12_2,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,2.828427125,BRUV,MBH,8/09/2021,9:52,145,Freycinet AMP,12,VI,-41.83721682,148.5924161,0.000691922,NFH,Y,Y,Y,"percoides galore, l.puchella, trumpeters, pregnant draughty, edwardsii"
Freycinet_202108,12_3,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,3.082207001,BRUV,MBH,8/09/2021,9:55,127,Freycinet AMP,12,VI,-41.83770021,148.5917153,0.000691922,NFH,Y,Y,Y,some macropterus 
Freycinet_202108,12_4,0,0,0,4,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4.472135955,BRUV,MBH,8/09/2021,10:06,155,Freycinet AMP,12,VI,-41.83531717,148.5919304,0.000691922,NFH,Y,Y,Y,n.a
Freycinet_202108,12_5,0,0,0,2,6,0,2,0,0,0,10,0,0,0,0,0,0,0,0,2,2.828427125,BRUV,MBH,8/09/2021,10:02,161,Freycinet AMP,12,VI,-41.83632714,148.5921009,0.288902998,NFH,Y,Y,Y,"percodes galore, school of macropterus. puchella (COOL VID)"
Freycinet_202108,12_6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,2,3.464101615,BRUV,MBH,8/09/2021,9:48,138,Freycinet AMP,12,VI,-41.83800053,148.5933582,0.000691922,NFH,Y,Y,Y,n.a
Freycinet_202108,13_1,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4.472135955,BRUV,MBH,24/08/2021,8:11,87,Freycinet AMP,13,VI,-42.00698428,148.4787337,0.000691922,NFH,Y,Y,Y,n.a
Freycinet_202108,13_2,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1.8,4.024922359,BRUV,MBH,24/08/2021,8:02,87,Freycinet AMP,13,VI,-42.01206363,148.475953,0.000691922,NFH,Y,Y,Y,cucumber fish
Freycinet_202108,13_3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4.472135955,BRUV,MBH,24/08/2021,8:31,88,Freycinet AMP,13,VI,-42.01171161,148.484763,0.000691922,NFH,Y,Y,Y,cucumber fish
Freycinet_202108,13_4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4.472135955,BRUV,MBH,24/08/2021,8:26,88,Freycinet AMP,13,VI,-42.0136283,148.4803369,0.000691922,NFH,Y,Y,Y,cucumber fishes
Freycinet_202108,13_5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4.472135955,BRUV,MBH,24/08/2021,8:16,85,Freycinet AMP,13,VI,-42.01007265,148.4798004,0.000691922,NFH,Y,Y,Y,n.a
Freycinet_202108,13_6,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1.8,4.024922359,BRUV,MBH,24/08/2021,8:06,85,Freycinet AMP,13,VI,-42.00764538,148.4833378,0.000691922,NFH,Y,Y,Y,n.a
Freycinet_202108,14_1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4.472135955,BRUV,MBH,4/09/2021,8:18,108,Freycinet AMP,14,IV,-42.12941821,148.5239245,0.0128306,SW,Y,N,Y,"No left camera - not much, one grubfish"
Freycinet_202108,14_2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4.472135955,BRUV,MBH,4/09/2021,8:38,102,Freycinet AMP,14,IV,-42.13298037,148.5260033,0.0128306,SW,Y,Y,Y,"school of pilchards, macropterus"
Freycinet_202108,14_3,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,2,4.472135955,BRUV,MBH,4/09/2021,8:33,108,Freycinet AMP,14,IV,-42.13249837,148.5287844,0.0128306,NFH,Y,Y,Y,Melbourne skate - cool video @ 9mins - 12 mins
Freycinet_202108,14_4,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,1.8,4.024922359,BRUV,MBH,4/09/2021,8:24,103,Freycinet AMP,14,IV,-42.13032977,148.5262127,0.0128306,NFH,Y,Y,Y,"many macropterussssssss, catshark, trumpeter"
Freycinet_202108,14_5,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1.4,3.130495168,BRUV,MBH,4/09/2021,8:42,104,Freycinet AMP,14,IV,-42.13376993,148.5240251,0.0128306,NFH,Y,N,Y,No right camera - no measurements - some macropterus
Freycinet_202108,14_6,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4.472135955,BRUV,MBH,4/09/2021,8:28,117,Freycinet AMP,14,IV,-42.12988436,148.5295012,0.0128306,NFH,Y,Y,Y,"allporti , school of pilchards "
Freycinet_202108,15_1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4.472135955,BRUV,MBH,28/08/2021,13:07,113,Freycinet North,15,Fished,-41.65726891,148.5396423,0.00160957,NFH,Y,Y,Y,"megalops, allporti, flathead"
Freycinet_202108,15_2,0,0,0,2,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1.8,4.024922359,BRUV,MBH,28/08/2021,13:12,117,Freycinet North,15,Fished,-41.65877833,148.5455245,0.00160957,NFH,Y,Y,Y,"Gummy shark, huge anemone on hermit crab "
Freycinet_202108,15_3,0,0,0,4,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4.472135955,BRUV,MBH,28/08/2021,13:16,117,Freycinet North,15,Fished,-41.66111529,148.5427416,0.00160957,NFH,Y,Y,Y,cool hightligh video - angry dory and small octopus @ 44mins
Freycinet_202108,15_4,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4.472135955,BRUV,MBH,28/08/2021,13:20,118,Freycinet North,15,Fished,-41.66202781,148.5474426,0.00160957,NFH,Y,Y,Y,flatheads
Freycinet_202108,15_5,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,2,4.472135955,BRUV,MBH,28/08/2021,13:03,112,Freycinet North,15,Fished,-41.65909863,148.537524,0.00160957,NFH,Y,Y,Y,"cuttlefish @ 40 mins, Calamari @ 51 mins - not much"
Freycinet_202108,15_6,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,2,3.937003937,BRUV,MBH,28/08/2021,12:25,117,Freycinet North,15,Fished,-41.66406035,148.5436477,0.00160957,NFH,Y,Y,Y,"small cucumber fish, flathead - boringgggg"
Freycinet_202108,16_1,0,0,0,0,0,0,13,0,0,0,6,0,0,1,0,0,0,0,0,2.8,3.898717738,BRUV,MBH,19/08/2021,8:22,72,Freycinet AMP,16,VI,-41.90072396,148.4492746,0.345633,DS,Y,Y,Y,Macropterus and percoides tornado
Freycinet_202108,16_2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4.472135955,BRUV,MBH,24/04/2021,14:04,76,Freycinet AMP,16,VI,-41.899436,148.4514154,0.345633,DS,Y,N,Y,No right camera. Lots of macropterus
Freycinet_202108,16_3,0,0,0,0,0,1,3,0,0,0,13,0,1,1,0,0,0,0,0,1.4,2.607680962,BRUV,MBH,19/08/2021,8:19,74,Freycinet AMP,16,VI,-41.90019893,148.4480572,0.345633,DS,Y,Y,Y,"Lots of macropterus, percoides and splendid perch"
Freycinet_202108,16_4,0,0,0,0,0,0,6,0,0,0,9,2,0,0,0,0,0,0,0,2.2,3.271085447,BRUV,MBH,19/08/2021,8:27,72,Freycinet AMP,16,VI,-41.90034858,148.4504716,0.345633,DS,Y,Y,Y,Lots of macropterus and percoides
Freycinet_202108,16_5,0,0,0,0,2,0,6,0,0,0,10,1,0,1,0,0,0,0,0,2,3.464101615,BRUV,MBH,19/08/2021,8:38,74,Freycinet AMP,16,VI,-41.89924068,148.4526165,0.345633,DS,Y,Y,Y,"Lots of percoides, macropterus, bachus. Reef"
Freycinet_202108,16_6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4.472135955,BRUV,MBH,19/08/2021,8:12,81,Freycinet AMP,16,VI,-41.89892317,148.4492339,0.345633,DS,Y,Y,Y,Lots of macropterus and few Stripeys. About 4 min or so short bc pulled early but have marked as complete drops
Freycinet_202108,17_1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4.472135955,BRUV,MBH,28/08/2021,14:58,100,Freycinet North,17,Fished,-41.6897698,148.5119854,0.00160957,DS,Y,Y,Y,Frame rate in left video makes it so the cameras don't progress the same. Hermit crabs. Seal
Freycinet_202108,17_2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4.472135955,BRUV,MBH,28/08/2021,15:01,100,Freycinet North,17,Fished,-41.68793021,148.5096131,0.00160957,DS,Y,Y,Y,"Grubfish, shark"
Freycinet_202108,17_3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4.472135955,BRUV,MBH,28/08/2021,15:05,100,Freycinet North,17,Fished,-41.68993002,148.5082179,0.00160957,DS,Y,Y,Y,Not much. 
Freycinet_202108,17_4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4.472135955,BRUV,MBH,28/08/2021,14:49,101,Freycinet North,17,Fished,-41.68696975,148.5141565,0.00160957,DS,Y,Y,Y,One grubfish and some crabs
Freycinet_202108,17_5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4.472135955,BRUV,MBH,28/08/2021,15:09,100,Freycinet North,17,Fished,-41.69187303,148.5111472,0.00160957,DS,Y,Y,Y,Not much
Freycinet_202108,17_6,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1.8,4.024922359,BRUV,MBH,28/08/2021,14:54,101,Freycinet North,17,Fished,-41.6889126,148.5170859,0.00160957,DS,Y,Y,Y,Not much. A few flathead
Freycinet_202108,18_1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4.472135955,BRUV,MBH,19/08/2021,10:04,92,Freycinet AMP,18,VI,-41.92938491,148.5037152,0.000691922,DS,Y,Y,Y,"Seal. Lots of macropterus, whitleyi"
Freycinet_202108,18_2,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4.472135955,BRUV,MBH,19/08/2021,10:27,91,Freycinet AMP,18,VI,-41.93716909,148.5007618,0.000691922,DS,Y,N,Y,Left camera is actually 18_5 so no measurements/might show wrong camera ID. Some unknown fish and shark ID
Freycinet_202108,18_3,0,0,0,3,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4.472135955,BRUV,MBH,19/08/2021,10:18,92,Freycinet AMP,18,VI,-41.93402887,148.5067191,0.000691922,DS,Y,Y,Y,Not much. Dark sandy site.
Freycinet_202108,18_4,0,0,0,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1.8,4.024922359,BRUV,MBH,19/08/2021,10:09,89,Freycinet AMP,18,VI,-41.93124557,148.4991756,0.000691922,DS,Y,Y,Y,Not much. Dark sandy site.
Freycinet_202108,18_5,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4.472135955,BRUV,MBH,19/08/2021,10:22,91,Freycinet AMP,18,VI,-41.93602866,148.5053187,0.000691922,DS,Y,Y,Y,Seven-gill shark but not much else
Freycinet_202108,18_6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,2,4.472135955,BRUV,MBH,19/08/2021,10:13,90,Freycinet AMP,18,VI,-41.93318539,148.502357,0.000691922,DS,Y,Y,Y,Seal. 
Freycinet_202108,19_1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4.472135955,BRUV,MBH,4/09/2021,15:31,101,Freycinet AMP,19,IV,-42.19120836,148.4820521,0.0128306,DS,Y,Y,Y,"Seal, scorpaenoides, macropterus"
Freycinet_202108,19_2,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,3,2,4.472135955,BRUV,MBH,4/09/2021,15:42,101,Freycinet AMP,19,IV,-42.19617184,148.4882239,0.0128306,DS,Y,Y,Y,Several sharks
Freycinet_202108,19_3,0,0,0,1,2,0,0,0,0,0,10,0,0,0,0,0,0,0,1,2,4.472135955,BRUV,MBH,4/09/2021,15:35,100,Freycinet AMP,19,IV,-42.19314838,148.4852463,0.0128306,DS,Y,Y,Y,Catshark and some macropterus. Brittlestar at beginning. 
Freycinet_202108,19_4,0,0,0,2,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1.6,3.577708764,BRUV,MBH,4/09/2021,15:05,107,Freycinet AMP,19,IV,-42.19018876,148.4912323,0.0128306,DS,Y,Y,Y,Sharks
Freycinet_202108,19_5,0,0,0,0,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,2,3.464101615,BRUV,MBH,4/09/2021,15:39,99,Freycinet AMP,19,IV,-42.19515105,148.4835976,0.0128306,DS,Y,Y,Y,Lots of percoides. Some crabs
Freycinet_202108,19_6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4.472135955,BRUV,MBH,4/09/2021,15:46,102,Freycinet AMP,19,IV,-42.19219152,148.4895838,0.0128306,DS,Y,Y,Y,macropterus and morid cods
Freycinet_202108,2_1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4.472135955,BRUV,MBH,24/08/2021,15:57,70,Freycinet AMP,2,VI,-41.90069655,148.451444,0.345633,Ashlee B,Y,Y,Y,na
Freycinet_202108,2_2,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,2.236067977,BRUV,MBH,24/08/2021,15:54,76,Freycinet AMP,2,VI,-41.89979311,148.4516646,0.345633,Ashlee B/DS,Y,Y,Y,too many macropterus. -Confirmed. Ends almost a minute short
Freycinet_202108,2_3,0,0,0,0,5,1,11,0,0,0,2,0,0,0,0,1,0,0,0,3.6,5.504543578,BRUV,MBH,24/08/2021,16:00,68,Freycinet AMP,2,VI,-41.90036076,148.4495075,0.345633,Ashlee B,Y,Y,Y,na
Freycinet_202108,2_4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4.472135955,BRUV,MBH,24/08/2021,15:05,77,Freycinet AMP,2,VI,-41.89908194,148.4509252,0.345633,Ashlee B,Y,Y,Y,too many macropterus.
Freycinet_202108,2_5,0,0,0,0,0,2,2,0,0,0,11,0,0,0,0,0,0,0,0,1.8,1.643167673,BRUV,MBH,24/08/2021,16:06,78,Freycinet AMP,2,VI,-41.89965565,148.448286,0.345633,Ashlee B,Y,Y,Y,"BT only 57.5min, nothing else exciting"
Freycinet_202108,2_6,0,0,2,0,2,0,2,0,0,0,12,0,0,0,0,0,1,1,0,1.6,3.049590136,BRUV,MBH,24/08/2021,15:46,79,Freycinet AMP,2,VI,-41.89888052,148.4526084,0.345633,Ashlee B,Y,Y,Y,"BT 59min, just more macropterus"
Freycinet_202108,20_1,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2.2,4.91934955,BRUV,MBH,8/09/2021,11:53,111,Freycinet AMP,20,VI,-41.80795463,148.5326522,0.000691922,DS,Y,Y,Y,Flathead and macropterus. Squid ink
Freycinet_202108,20_2,0,0,0,2,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1.4,2.19089023,BRUV,MBH,8/09/2021,11:58,112,Freycinet AMP,20,VI,-41.80499299,148.5386003,0.000691922,DS,Y,Y,Y,Flathead
Freycinet_202108,20_3,0,0,0,4,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,2.828427125,BRUV,MBH,8/09/2021,11:41,112,Freycinet AMP,20,VI,-41.81259477,148.5358929,0.000691922,DS,Y,Y,Y,"Octopus!, big hermit crab, scaber, flathead"
Freycinet_202108,20_4,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4.472135955,BRUV,MBH,8/09/2021,11:46,111,Freycinet AMP,20,VI,-41.80963295,148.5418414,0.000691922,DS,Y,Y,Y,"Reef ledge, Catshark, dogfish, flathead, scaber"
Freycinet_202108,20_5,0,0,0,5,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,3.082207001,BRUV,MBH,8/09/2021,11:37,113,Freycinet AMP,20,VI,-41.81362248,148.5413682,0.000691922,DS,Y,Y,Y,Catfish
Freycinet_202108,20_6,0,0,0,2,4,0,3,0,0,0,11,0,0,0,0,0,0,0,0,1.8,3.492849839,BRUV,MBH,8/09/2021,11:49,112,Freycinet AMP,20,VI,-41.80940953,148.5376136,0.000691922,DS,Y,Y,Y,"sharks, flathead, lots of hermit crabs with anenomes. Not great RMS"
Freycinet_202108,21_1,0,0,0,1,1,0,0,0,0,0,10,0,0,0,0,0,0,0,4,2,3.937003937,BRUV,MBH,4/09/2021,10:23,104,Freycinet AMP,21,IV,-42.13571728,148.5243175,0.0128306,DS,Y,Y,Y,Giant melbourne skate
Freycinet_202108,21_2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4.472135955,BRUV,MBH,4/09/2021,10:12,112,Freycinet AMP,21,IV,-42.13257565,148.5302919,0.0128306,Ashlee B,Y,Y,Y,nadda
Freycinet_202108,21_3,0,0,0,2,1,0,0,0,0,0,10,0,0,0,0,0,0,0,4,2,4.472135955,BRUV,MBH,4/09/2021,10:28,107,Freycinet AMP,21,IV,-42.13771728,148.5229135,0.0128306,DS,Y,Y,Y,Cool Lepidotrigla mulhalli 
Freycinet_202108,21_4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,2,4.472135955,BRUV,MBH,4/09/2021,10:16,109,Freycinet AMP,21,IV,-42.13457572,148.5288881,0.0128306,DS,Y,N,Y,No left camera. cyttus australis.
Freycinet_202108,21_5,0,0,0,3,2,0,0,0,0,0,10,0,0,0,0,0,0,0,2,2,3.937003937,BRUV,MBH,4/09/2021,10:07,105,Freycinet AMP,21,IV,-42.13155327,148.5259116,0.0128306,DS,Y,Y,Y,macropterus. Not a whole lot else
Freycinet_202108,21_6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4.472135955,BRUV,MBH,4/09/2021,10:35,103,Freycinet AMP,21,IV,-42.13630243,148.5209435,0.0128306,DS,Y,Y,Y,BRUVs rocks at 26:53 and scares fish. BRUV getts dragged for the last minute or so
Freycinet_202108,22_1,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,1.8,2.049390153,BRUV,MBH,8/09/2021,7:41,170,Freycinet AMP,22,VI,-41.92012542,148.6151656,0.288902998,Ashlee B,Y,Y,Y,heaps of macropterus and lineata
Freycinet_202108,22_2,0,0,0,0,1,0,7,0,0,0,9,0,0,0,0,0,0,0,0,2.2,3.492849839,BRUV,MBH,8/09/2021,7:57,161,Freycinet AMP,22,VI,-41.9166071,148.6137115,0.288902998,Ashlee B,Y,Y,Y,hypoplectrodes sp (NSW)
Freycinet_202108,22_3,0,0,0,0,1,0,5,0,0,0,10,0,0,0,0,0,0,0,0,2,2,BRUV,MBH,8/09/2021,7:48,170,Freycinet AMP,22,VI,-41.91869169,148.6146471,0.288902998,Ashlee B,Y,Y,Y,nadda
Freycinet_202108,22_4,0,0,0,0,7,0,4,0,0,0,7,0,0,0,0,0,0,0,0,2.6,3.286335345,BRUV,MBH,8/09/2021,7:36,161,Freycinet AMP,22,VI,-41.92179732,148.6152932,0.288902998,NFH,Y,Y,Y,"Check school of sandpaper fish? seal and other cool fish sp, half banded seaperch Hypoplectrodes SP NSW)? melbourne skate video is cool!!"
Freycinet_202108,22_5,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1.8,2.683281573,BRUV,MBH,8/09/2021,7:52,126,Freycinet AMP,22,VI,-41.91818345,148.6121597,0.000691922,NFH,Y,Y,Y,just macropterus - more in Extra
Freycinet_202108,22_6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,2,4.472135955,BRUV,MBH,8/09/2021,7:45,146,Freycinet AMP,22,VI,-41.91996469,148.6140866,0.000691922,NFH,Y,Y,Y,"some macropterus (more in extra), percoides, puchella, striped trumpeters"
Freycinet_202108,23_1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,2.236067977,BRUV,MBH,8/09/2021,13:59,126,Freycinet North,23,Fished,-41.71300063,148.561166,0.00160957,NFH,Y,Y,Y,"flathead, 2 megalops- cool vid @ 52mins"
