campaignid,sample,broad.ascidians,broad.bryozoa,broad.consolidated,broad.crinoids,broad.hydroids,broad.invertebrate.complex,broad.macroalgae,broad.octocoral.black,broad.reef,broad.seagrasses,broad.sponges,broad.stony.corals,broad.total.points.annotated,broad.true.anemones,broad.unconsolidated,fov.facing.up,fov.limited,fov.open,mean.relief,method,sd.relief,planned.or.exploratory,latitude,longitude,date,time,location,site,depth,successful.count,successful.length,commonwealth.zone,state.zone,status
2020-10_south-west_stereo-BRUVs,FH60,0,0,8,0,0,0,6,0,23,1,8,0,29,0,6,0,2,36,2.208333333,BRUV,0.779027636,MBH,-33.81618897,114.8213721,20201012,15:14:00,South-west,C.FH.13,44.5,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH61,0,0,0,0,0,0,12,0,30,11,6,1,30,0,0,0,3,37,2.851851852,BRUV,0.362013993,MBH,-33.84118897,114.8638721,20201012,15:43:00,South-west,C.FH.14,43.9,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH62,0,1,7,0,0,0,9,0,23,2,4,0,32,0,9,0,2,38,2.333333333,BRUV,0.481543412,MBH,-33.75618897,114.8813721,20201017,11:17:00,South-west,C.FH.8,45.1,Yes,No,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH63,0,0,1,0,0,0,24,0,25,0,0,0,34,0,9,0,5,35,2.481481481,BRUV,0.70002035,MBH,-33.67868897,114.8163721,20201012,8:20:00,South-west,C.FH.2,46.3,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH64,0,0,0,0,0,0,0,0,0,0,0,0,35,0,35,0,2,38,0,BRUV,0,MBH,-33.70118897,114.9388721,20201017,8:56:00,South-west,C.FH.5,44.2,Yes,Yes,NA,Injidup Sanctuary Zone,No-take
2020-10_south-west_stereo-BRUVs,FH65,0,0,3,0,0,0,11,0,15,0,1,0,19,0,4,0,1,19,2.357142857,BRUV,0.497245158,MBH,-33.71368897,114.8188721,20201012,10:59:00,South-west,C.FH.6,45.7,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH66,0,0,1,0,0,0,7,0,27,16,3,0,27,0,0,0,4,36,2.92,BRUV,0.276887462,MBH,-33.90618897,114.9363721,20201029,14:40:00,South-west,C.FH.18,41.8,Yes,Yes,NA,NA,Fished
2020-10_south-west_stereo-BRUVs,FH67,0,0,0,0,0,0,2,0,2,0,0,0,27,0,25,0,3,37,1,BRUV,0,MBH,-33.88868897,114.9238721,20201029,15:00:00,South-west,C.FH.17,46.1,Yes,Yes,NA,NA,Fished
2020-10_south-west_stereo-BRUVs,FH68,0,0,10,0,0,0,15,0,29,4,0,0,31,0,2,0,3,35,2.52,BRUV,0.585946528,MBH,-33.95118897,114.8288721,20201013,10:01:00,South-west,C.FH.22,44.5,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH69,0,0,8,0,0,0,6,0,23,4,5,0,23,0,0,0,4,36,2.45,BRUV,0.510417786,MBH,-33.69618897,114.8038721,20201012,10:43:00,South-west,C.FH.4,46.9,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH7,0,0,6,0,1,1,12,0,29,4,4,1,29,0,0,0,3,37,2.434782609,BRUV,0.506869802,MBH,-33.78368897,114.8788721,20201017,11:45:00,South-west,C.FH.11,45,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH70,0,0,2,0,0,0,5,0,14,0,7,0,26,0,12,0,3,37,2,BRUV,0.612372436,MBH,-33.67368897,114.8463721,20201012,8:07:00,South-west,C.FH.1,48.6,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH71,0,1,0,0,0,1,22,0,35,7,4,0,37,0,2,0,0,40,2.71875,BRUV,0.634206387,MBH,-33.88368897,114.8188721,20201013,7:30:00,South-west,C.FH.16,45.3,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH72,0,0,0,0,0,0,2,0,27,0,25,0,27,0,0,0,2,38,2.9,BRUV,0.307793506,MBH,-33.88868897,114.9288721,20201029,15:06:00,South-west,C.FH.17,44.1,Yes,Yes,NA,NA,Fished
2020-10_south-west_stereo-BRUVs,FH74,0,1,6,0,0,0,3,0,25,14,1,0,33,0,8,0,3,37,2.740740741,BRUV,0.594370552,MBH,-33.73118897,114.8063721,20201012,12:47:00,South-west,C.FH.7,44.9,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH77,0,0,5,0,0,0,21,0,28,1,1,0,30,0,2,0,4,36,2,BRUV,0,MBH,-33.99618897,114.8763721,20201013,12:42:00,South-west,C.FH.24,42,Yes,No,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH78,0,0,3,0,0,0,0,0,3,0,0,0,26,0,23,0,5,35,0.842105263,BRUV,0.374634325,MBH,-33.89118897,114.9163721,20201029,14:56:00,South-west,C.FH.17,45.8,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH79,0,0,7,0,0,0,12,0,35,11,5,0,35,0,0,0,2,38,2.857142857,BRUV,0.356348323,MBH,-33.88618897,114.8088721,20201013,7:43:00,South-west,C.FH.16,44.9,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH8,0,0,5,0,0,0,11,0,29,10,3,0,30,0,1,0,3,37,2.64,BRUV,0.489897949,MBH,-33.72368897,114.8013721,20201012,12:34:00,South-west,C.FH.7,43.9,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH82,0,3,1,0,0,4,5,0,15,0,2,0,32,0,17,0,4,35,1.583333333,BRUV,0.717281502,MBH,-33.68618897,114.9238721,20201017,6:46:00,South-west,C.FH.3,44.8,Yes,Yes,NA,Injidup Sanctuary Zone,No-take
2020-10_south-west_stereo-BRUVs,FH83,0,0,2,0,0,1,16,0,20,0,1,0,35,0,15,0,2,38,1.782608696,BRUV,0.671262158,MBH,-33.91118897,114.8463721,20201013,8:13:00,South-west,C.FH.19,40.9,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH84,0,0,8,0,0,0,8,0,21,4,1,0,28,0,7,0,3,37,2.296296296,BRUV,0.724027986,MBH,-33.73368897,114.7988721,20201012,12:50:00,South-west,C.FH.7,45.6,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH85,0,0,0,0,0,0,8,0,9,0,1,0,18,0,9,0,2,38,2.076923077,BRUV,0.862316499,MBH,-33.92618897,114.9138721,20201029,12:55:00,South-west,C.FH.20,44.7,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH87,0,0,8,0,0,0,2,0,17,7,0,0,25,0,8,0,3,32,2.083333333,BRUV,0.829702234,MBH,-33.92868897,114.8938721,20201029,12:36:00,South-west,C.FH.21,43.8,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH89,0,0,0,0,0,0,10,0,10,0,0,0,10,0,0,0,2,18,3,BRUV,0,MBH,-33.68618897,114.8013721,20201012,10:34:00,South-west,C.FH.4,45.7,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH9,0,0,4,0,0,0,11,0,17,0,2,0,23,0,6,0,4,36,2.037037037,BRUV,0.517500017,MBH,-33.90118897,114.8513721,20201013,7:58:00,South-west,C.FH.19,43.6,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH92,2,0,6,0,0,0,13,0,27,6,0,0,32,0,5,0,0,40,2.678571429,BRUV,0.547964005,MBH,-33.84368897,114.8713721,20201012,15:47:00,South-west,C.FH.14,44.2,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH93,0,0,4,0,0,0,0,0,37,24,9,0,37,0,0,0,2,38,2.962962963,BRUV,0.19245009,MBH,-33.77618897,114.8688721,20201017,11:33:00,South-west,C.FH.10,43.3,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH94,0,0,3,0,0,2,3,0,17,0,9,0,34,0,17,0,0,40,1.76,BRUV,1.090871211,MBH,-33.90868897,114.9413721,20201029,14:36:00,South-west,C.FH.18,41.9,Yes,Yes,NA,NA,Fished
2020-10_south-west_stereo-BRUVs,FH95,0,0,1,0,0,0,16,0,22,0,5,0,29,0,7,0,2,38,2.28,BRUV,0.613731755,MBH,-33.75868897,114.8913721,20201017,11:07:00,South-west,C.FH.8,46.8,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH96,0,0,7,0,0,0,7,0,23,6,3,0,30,0,7,0,2,38,2.416666667,BRUV,0.653862548,MBH,-33.81868897,114.8338721,20201012,15:20:00,South-west,C.FH.13,44.9,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH99,0,0,2,0,0,0,23,0,28,0,3,0,33,0,5,0,3,37,2.08,BRUV,0.276887462,MBH,-33.95368897,114.8363721,20201013,10:04:00,South-west,C.FH.22,43.5,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FHA,0,0,4,0,0,0,3,0,8,0,1,0,34,0,26,0,2,38,1.36,BRUV,0.489897949,Legacy,-33.683135,114.937827,20201017,6:55:00,South-west,C.FH.3,44.6,Yes,Yes,NA,Injidup Sanctuary Zone,No-take
2020-10_south-west_stereo-BRUVs,FHB,0,2,3,0,0,0,16,0,25,0,4,0,37,0,12,0,1,39,1.965517241,BRUV,0.68048085,Legacy,-33.681655,114.957127,20201017,7:02:00,South-west,C.FH.A,41.3,Yes,Yes,NA,Injidup Sanctuary Zone,No-take
2020-10_south-west_stereo-BRUVs,FHC,0,0,0,0,0,0,38,0,38,0,0,0,38,0,0,0,0,40,3,BRUV,0,Legacy,-33.680718,114.965092,20201017,7:07:00,South-west,C.FH.A,36.2,Yes,Yes,NA,Injidup Sanctuary Zone,No-take
2020-10_south-west_stereo-BRUVs,FHCO1,0,0,7,0,0,0,17,0,27,0,3,0,30,0,3,0,0,40,2.590909091,BRUV,0.50323628,Legacy,-33.669869,114.809825,20201012,8:38:00,South-west,C.FH.2,44.8,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FHCO2,0,0,14,0,0,0,4,0,24,6,0,0,24,0,0,0,0,40,2.592592593,BRUV,0.500711744,Legacy,-33.72358,114.813293,20201012,11:13:00,South-west,C.FH.6,42,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FHCO3,0,0,0,0,0,0,2,0,21,15,4,0,21,0,0,0,4,36,3,BRUV,0,Legacy,-33.948622,114.819555,20201013,9:56:00,South-west,C.FH.22,44.5,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FHD,0,0,0,0,0,0,1,0,1,0,0,0,33,0,32,0,0,40,0.5,BRUV,0.606976979,Legacy,-33.686897,114.958507,20201017,7:12:00,South-west,C.FH.A,39.5,Yes,Yes,NA,Injidup Sanctuary Zone,No-take
2020-10_south-west_stereo-BRUVs,FHE,0,0,0,0,0,0,0,0,0,0,0,0,34,0,34,0,2,38,0,BRUV,0,Legacy,-33.687267,114.951172,20201017,7:16:00,South-west,C.FH.A,42.3,Yes,Yes,NA,Injidup Sanctuary Zone,No-take
2020-10_south-west_stereo-BRUVs,IO1,0,0,5,0,0,0,0,0,5,0,0,0,32,0,27,0,1,39,1.48,BRUV,1.228820573,MBH,-34.07868897,114.7788721,20201015,12:07:00,South-west,C.IO.43,64.6,Yes,Yes,National Park Zone,NA,No-take
2020-10_south-west_stereo-BRUVs,IO100,0,1,7,0,0,0,17,0,28,0,3,0,34,0,6,0,2,36,2.285714286,BRUV,0.599823607,MBH,-34.07618897,114.9088721,20201029,10:21:00,South-west,C.IO.39,43.6,Yes,Yes,National Park Zone,NA,No-take
2020-10_south-west_stereo-BRUVs,IO101,0,0,3,0,0,0,18,0,23,0,2,0,26,0,3,0,5,34,2.16,BRUV,0.374165739,MBH,-34.07868897,114.8963721,20201029,10:10:00,South-west,C.IO.39,43.5,Yes,Yes,National Park Zone,NA,No-take
2020-10_south-west_stereo-BRUVs,IO102,0,0,5,0,0,1,9,0,37,16,4,2,37,0,0,0,1,38,2.928571429,BRUV,0.262265264,MBH,-34.07118897,114.9113721,20201029,10:26:00,South-west,C.IO.2,45.2,Yes,Yes,National Park Zone,NA,No-take
2020-10_south-west_stereo-BRUVs,IO105,0,0,0,0,1,1,0,0,4,0,2,0,38,0,34,0,1,39,0.782608696,BRUV,0.599736438,MBH,-34.06368897,114.6688721,20201023,9:45:00,South-west,C.IO.30,139,Yes,Yes,National Park Zone,NA,No-take
2020-10_south-west_stereo-BRUVs,IO107,0,0,0,0,0,0,0,0,0,0,0,0,35,0,35,0,3,37,0.590909091,BRUV,0.734139659,MBH,-34.06368897,114.6763721,20201023,9:50:00,South-west,C.IO.30,137,Yes,Yes,National Park Zone,NA,No-take
2020-10_south-west_stereo-BRUVs,IO108,0,1,0,0,0,0,0,0,1,0,0,0,33,0,32,0,1,39,0.3,BRUV,0.470162346,MBH,-34.05118897,114.6688721,20201023,10:04:00,South-west,C.IO.30,138,Yes,Yes,National Park Zone,NA,No-take
2020-10_south-west_stereo-BRUVs,IO109,0,0,0,0,0,0,0,0,0,0,0,0,33,0,33,0,2,38,0.25,BRUV,0.550119604,MBH,-34.05618897,114.6738721,20201023,9:57:00,South-west,C.IO.30,138,Yes,Yes,National Park Zone,NA,No-take
2020-10_south-west_stereo-BRUVs,IO110,0,0,0,0,0,0,0,0,0,0,0,0,34,0,34,0,4,36,0.333333333,BRUV,0.701964118,MBH,-34.14118897,114.7288721,20201022,8:00:00,South-west,C.IO.68,128,Yes,Yes,National Park Zone,NA,No-take
2020-10_south-west_stereo-BRUVs,IO113,0,0,0,0,0,0,0,0,0,0,0,0,33,0,33,0,3,37,0,BRUV,0,MBH,-34.05868897,114.7388721,20201023,7:30:00,South-west,C.IO.31,111,Yes,Yes,National Park Zone,NA,No-take
2020-10_south-west_stereo-BRUVs,IO115,0,0,0,0,0,1,0,0,1,0,0,0,30,0,29,0,1,39,0.347826087,BRUV,0.714059817,MBH,-34.05368897,114.7363721,20201023,7:34:00,South-west,C.IO.31,112,Yes,Yes,National Park Zone,NA,No-take
2020-10_south-west_stereo-BRUVs,IO117,0,0,0,0,0,0,0,0,0,0,0,0,34,0,34,0,3,37,0,BRUV,0,MBH,-34.06368897,114.7388721,20201023,7:25:00,South-west,C.IO.31,115,Yes,Yes,National Park Zone,NA,No-take
2020-10_south-west_stereo-BRUVs,IO119,0,1,4,0,0,0,21,0,31,0,5,0,32,0,1,0,1,39,2.208333333,BRUV,0.414851117,MBH,-34.07618897,114.9038721,20201029,10:17:00,South-west,C.IO.39,43.8,Yes,Yes,National Park Zone,NA,No-take
2020-10_south-west_stereo-BRUVs,IO122,0,0,3,0,0,0,23,0,26,0,0,0,31,0,5,0,2,37,2.48,BRUV,0.509901951,MBH,-34.11618897,114.8263721,20201015,12:35:00,South-west,C.IO.59,57.4,Yes,Yes,National Park Zone,NA,No-take
2020-10_south-west_stereo-BRUVs,IO123,0,0,17,0,0,0,14,0,32,0,1,0,34,0,2,0,2,34,2.428571429,BRUV,0.503952631,MBH,-34.10618897,114.8188721,20201015,12:42:00,South-west,C.IO.59,49.1,Yes,Yes,National Park Zone,NA,No-take
2020-10_south-west_stereo-BRUVs,IO125,0,0,15,0,0,0,11,0,26,0,0,0,30,0,4,0,2,38,2.44,BRUV,0.506622805,MBH,-34.10868897,114.8263721,20201015,12:38:00,South-west,C.IO.59,55.8,Yes,Yes,National Park Zone,NA,No-take
2020-10_south-west_stereo-BRUVs,IO126,0,1,10,0,0,0,19,0,36,4,2,0,36,0,0,0,1,34,2.5,BRUV,0.509901951,MBH,-34.11368897,114.8188721,20201015,12:31:00,South-west,C.IO.59,58.2,Yes,Yes,National Park Zone,NA,No-take
2020-10_south-west_stereo-BRUVs,IO130,0,0,3,0,0,0,4,0,9,2,0,0,9,0,0,0,3,17,2.666666667,BRUV,0.5,MBH,-33.98118897,114.8763721,20201013,12:24:00,South-west,C.IO.37,41.1,Yes,No,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,IO132,0,0,0,0,1,0,11,0,24,7,5,0,26,0,2,0,2,38,2.45,BRUV,0.510417786,MBH,-33.99118897,114.8713721,20201013,12:47:00,South-west,C.IO.37,42.6,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,IO133,0,1,1,0,0,0,15,0,33,15,1,0,33,0,0,0,0,40,2.923076923,BRUV,0.271746488,MBH,-33.99118897,114.8663721,20201013,12:50:00,South-west,C.IO.37,40.8,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,IO134,0,0,2,0,0,0,19,0,28,4,3,0,31,0,3,0,2,37,2.6,BRUV,0.577350269,MBH,-33.98368897,114.8613721,20201013,12:14:00,South-west,C.IO.37,41.2,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,IO145,0,0,3,0,0,0,25,0,31,1,2,0,32,0,1,0,3,36,2.541666667,BRUV,0.508977378,MBH,-33.98618897,114.8238721,20201013,10:24:00,South-west,C.IO.22,45.5,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,IO146,0,0,18,0,1,0,4,0,25,1,1,0,33,0,8,0,5,34,2.148148148,BRUV,0.718101327,MBH,-33.97618897,114.8213721,20201013,10:17:00,South-west,C.IO.33,45.7,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,IO147,0,1,3,0,0,0,25,0,34,1,4,0,35,0,1,0,0,39,2.576923077,BRUV,0.503831474,MBH,-33.98118897,114.8313721,20201013,10:28:00,South-west,C.IO.33,44,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,IO148,0,0,0,0,0,1,0,0,1,0,0,0,36,0,35,0,2,38,0.8,BRUV,0.645497224,MBH,-34.01118897,114.5963721,20201123,10:31,South-west,C.IO.46,140,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,IO15,0,0,4,0,0,0,12,0,32,16,0,0,33,0,1,0,1,39,2.833333333,BRUV,0.380693494,MBH,-34.06118897,114.8663721,20201016,7:59:00,South-west,C.IO.35,40.8,Yes,Yes,National Park Zone,NA,No-take
2020-10_south-west_stereo-BRUVs,IO152,0,0,17,0,0,0,2,0,26,2,5,0,31,0,5,0,4,29,2.083333333,BRUV,0.653862548,MBH,-33.98118897,114.8688721,20201013,12:18:00,South-west,C.IO.37,41.2,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,IO153,0,3,9,0,0,0,12,0,26,0,2,0,33,0,7,0,1,37,2.037037037,BRUV,0.436901809,MBH,-34.04618897,114.8888721,20201016,7:36:00,South-west,C.IO.65,42.6,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,IO155,0,0,4,0,0,0,19,0,25,0,2,0,29,0,4,0,2,38,2.458333333,BRUV,0.588229966,MBH,-34.04368897,114.8838721,20201016,7:42:00,South-west,C.IO.65,41.9,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,IO157,0,2,2,0,0,0,11,0,29,0,12,0,31,2,2,0,1,38,2.32,BRUV,0.476095229,MBH,-33.97118897,114.8238721,20201013,10:14:00,South-west,C.IO.33,45.6,Yes,No,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,IO158,0,0,5,0,0,0,0,0,6,1,0,0,15,0,9,0,1,14,1.3,BRUV,0.674948558,MBH,-33.98118897,114.8188721,20201013,10:21:00,South-west,C.IO.33,44.6,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,IO16,0,0,6,0,0,0,10,0,16,0,0,0,33,0,17,0,3,37,1.827586207,BRUV,1.136063552,MBH,-34.07368897,114.8688721,20201016,9:43:00,South-west,C.IO.35,41.4,Yes,No,National Park Zone,NA,No-take
2020-10_south-west_stereo-BRUVs,IO164,1,2,4,0,0,0,9,0,19,0,3,0,24,0,5,0,1,38,2.222222222,BRUV,0.640512615,MBH,-34.03368897,114.9038721,20201016,7:14:00,South-west,C.IO.62,44.1,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,IO165,0,1,7,0,1,2,12,0,27,0,4,0,27,0,0,0,0,39,2.333333333,BRUV,0.483045892,MBH,-34.04368897,114.8988721,20201016,7:23:00,South-west,C.IO.62,42.6,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,IO17,0,0,4,0,0,0,12,0,17,0,1,0,20,0,3,0,7,33,1.894736842,BRUV,0.458831468,MBH,-34.06368897,114.8763721,20201016,8:07:00,South-west,C.IO.35,41.1,Yes,No,National Park Zone,NA,No-take
2020-10_south-west_stereo-BRUVs,IO180,0,0,0,0,0,0,0,0,0,0,0,0,36,0,36,0,2,38,0,BRUV,0,MBH,-33.99618897,114.7038721,20201123,12:36,South-west,C.IO.41,122,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,IO184,0,0,1,0,0,0,14,0,27,0,12,0,34,0,7,0,3,37,2.12,BRUV,0.525991128,MBH,-34.04118897,114.9038721,20201016,7:19:00,South-west,C.IO.62,45.9,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,IO189,0,1,0,0,0,2,0,0,3,0,0,0,33,0,30,0,6,33,0.428571429,BRUV,0.870139562,MBH,-33.98868897,114.6638721,20201023,12:31:00,South-west,C.IO.40,139,Yes,No,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,IO191,0,0,0,0,1,1,0,0,5,0,3,0,37,0,32,0,1,39,0.652173913,BRUV,0.647280721,MBH,-33.99868897,114.6713721,20201023,12:20:00,South-west,C.IO.40,137,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,IO192,0,0,0,0,0,1,0,0,2,0,1,0,32,0,30,0,3,37,0.227272727,BRUV,0.611930449,MBH,-33.98618897,114.6688721,20201023,12:36:00,South-west,C.IO.40,138,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,IO194,0,0,0,0,0,1,0,0,1,0,0,0,34,0,33,0,1,39,0.409090909,BRUV,0.50323628,MBH,-33.99618897,114.6638721,20201023,12:24:00,South-west,C.IO.40,139,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,IO195,0,0,6,0,0,0,11,0,24,7,0,0,36,0,12,0,2,38,2.333333333,BRUV,0.67936622,Legacy,-34.09368897,114.8588721,20201016,9:57:00,South-west,C.IO.6,43.4,Yes,Yes,National Park Zone,NA,No-take
2020-10_south-west_stereo-BRUVs,IO199,0,0,6,0,0,0,21,0,35,5,1,2,36,0,1,0,1,39,2.6,BRUV,0.50262469,Legacy,-34.08618897,114.8613721,20201016,9:51:00,South-west,C.IO.6,42.1,Yes,Yes,National Park Zone,NA,No-take
2020-10_south-west_stereo-BRUVs,IO201,0,1,15,0,0,0,9,0,27,1,1,0,32,0,5,0,4,31,1.952380952,BRUV,0.589592272,Legacy,-34.05618897,114.8338721,20201015,14:46:00,South-west,C.IO.5,45.3,Yes,Yes,National Park Zone,NA,No-take
2020-10_south-west_stereo-BRUVs,IO204,0,0,1,0,0,2,2,0,13,0,8,0,32,0,19,0,2,38,1.64,BRUV,0.907377173,Legacy,-34.06618897,114.7863721,20201015,10:35:00,South-west,C.IO.7,61.5,Yes,Yes,National Park Zone,NA,No-take
2020-10_south-west_stereo-BRUVs,IO206,0,0,7,0,0,1,0,0,12,0,4,0,31,0,19,0,1,39,1.296296296,BRUV,0.541707756,Legacy,-34.06368897,114.7913721,20201015,10:28:00,South-west,C.IO.7,58.2,Yes,No,National Park Zone,NA,No-take
2020-10_south-west_stereo-BRUVs,IO207,0,0,7,0,0,1,7,0,17,0,2,0,30,0,13,0,2,38,1.631578947,BRUV,0.830697586,Legacy,-34.06118897,114.7863721,20201015,10:23:00,South-west,C.IO.7,60.4,Yes,Yes,National Park Zone,NA,No-take
2020-10_south-west_stereo-BRUVs,IO210,0,0,5,0,0,0,16,0,26,1,4,0,29,0,3,0,2,38,2.291666667,BRUV,0.550032937,Legacy,-34.09118897,114.8738721,20201016,10:09:00,South-west,C.IO.6,43.5,Yes,Yes,National Park Zone,NA,No-take
2020-10_south-west_stereo-BRUVs,IO211,0,0,0,0,0,0,9,0,31,17,5,0,31,0,0,0,5,35,2.888888889,BRUV,0.320256308,Legacy,-34.05618897,114.9063721,20201029,10:42:00,South-west,C.IO.3,43.5,Yes,Yes,National Park Zone,NA,No-take
2020-10_south-west_stereo-BRUVs,IOC06,0,0,8,0,0,0,7,0,33,17,1,0,34,0,1,0,6,32,2.538461538,BRUV,0.508391127,Legacy,-34.048689,114.876372,20201016,7:48:00,South-west,C.IO.65,41.5,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,IO216,0,0,6,0,0,0,15,0,24,0,3,0,35,0,11,0,1,34,2.346153846,BRUV,0.628796164,Legacy,-34.06118897,114.9163721,20201029,10:33:00,South-west,C.IO.3,47.5,Yes,Yes,National Park Zone,NA,No-take
2020-10_south-west_stereo-BRUVs,IO217,0,0,4,0,0,0,4,0,9,0,1,0,37,0,28,0,1,39,1,BRUV,0.288675135,Legacy,-34.06618897,114.9188721,20201016,12:43:00,South-west,C.IO.2,47.1,Yes,Yes,National Park Zone,NA,No-take
2020-10_south-west_stereo-BRUVs,IO218,0,0,3,0,0,0,1,0,4,0,0,0,28,0,24,0,4,36,0.96,BRUV,0.2,Legacy,-34.07368897,114.9213721,20201016,12:28:00,South-west,C.IO.2,46.8,Yes,Yes,National Park Zone,NA,No-take
2020-10_south-west_stereo-BRUVs,IO220,0,0,4,0,0,0,25,0,29,0,0,0,30,0,1,0,3,37,2.36,BRUV,0.489897949,Legacy,-34.05618897,114.8438721,20201015,14:39:00,South-west,C.IO.5,43.7,Yes,Yes,National Park Zone,NA,No-take
2020-10_south-west_stereo-BRUVs,IO222,0,0,6,0,0,0,13,0,19,0,0,0,28,0,9,0,1,35,2.05,BRUV,0.604805319,Legacy,-34.06618897,114.8313721,20201015,14:54:00,South-west,C.IO.4,45,Yes,Yes,National Park Zone,NA,No-take
