CATAMI_L2_L3	CATAMI_L4	CATAMI_L5	CATAMI_L6_L7	AMC	FieldOfView	Relief	uuid
Cnidaria > Corals	Stony corals	Staghorn		Acropora intermedia	*	*	34293ad7-b061-481e-a622-028d06f0fffd
Cnidaria > Corals	Stony corals	Staghorn		Acropora muricata	*	*	438863b3-8721-4a96-af16-ffd98e986c01
Cnidaria > Corals	Stony corals	Staghorn		Acropora pulchra	*	*	029993d0-8280-4321-910a-839b4a1be82d
Cnidaria > Corals	Stony corals	Staghorn		Acropora yongei	*	*	d23a2fda-d015-4863-b3e0-542697fd9c64
Cnidaria > Corals	Stony corals	Staghorn		Acroporidae	*	*	7296329f-5644-440c-aa40-e60dbb8dfe01
Cnidaria > Corals	Stony corals	Staghorn		Unidentifiable	*	*	e7287a70-7f9d-4b02-a527-70f0eab25a69
Cnidaria > Corals	Stony corals	Sub-massive		Acanthastrea	*	*	f4c09829-57d4-4b45-bab9-9f07a3158733
Cnidaria > Corals	Stony corals	Sub-massive		Acanthastrea echinata	*	*	45dd7258-37a4-4020-bdac-061c8b4464ac
Cnidaria > Corals	Stony corals	Sub-massive		Acanthastrea hemprichii	*	*	1c976efc-0524-407a-8be3-ce0e761f2226
Cnidaria > Corals	Stony corals	Sub-massive		Acroporidae	*	*	f09d35ba-d863-4c7d-a4ae-816e5520305a
Cnidaria > Corals	Stony corals	Sub-massive		Alveopora	*	*	8262f1ae-e5c2-40af-9a2c-6be526d2f0d9
Cnidaria > Corals	Stony corals	Sub-massive		Alveopora spongiosa	*	*	dbc098a5-c93f-4ae9-9321-3ea8189e760c
Cnidaria > Corals	Stony corals	Sub-massive		Astreopora	*	*	f79a1aa8-3ba3-4c1c-9ab3-1a950483d642
Cnidaria > Corals	Stony corals	Sub-massive		Astreopora listeri	*	*	4fca8e93-352c-4a3f-9e16-ba86609dc516
Cnidaria > Corals	Stony corals	Sub-massive		Astreopora myriophthalma	*	*	692d0a65-d34e-49b8-9b0a-151a21bcd39b
Cnidaria > Corals	Stony corals	Sub-massive		Coelastrea palauensis	*	*	8ec85fb6-e56b-45c5-8e4e-07bc454572ba
Cnidaria > Corals	Stony corals	Sub-massive		Coeloseris mayeri	*	*	e2ae1502-f84e-433d-a65c-10e57c551d5c
Cnidaria > Corals	Stony corals	Sub-massive		Coscinaraea	*	*	546c52ad-2e76-4ef5-b001-9a0e95580427
Cnidaria > Corals	Stony corals	Sub-massive		Coscinaraea exesa	*	*	868fdbb2-f3f8-4ade-96db-8cf96c3fd9bf
Cnidaria > Corals	Stony corals	Sub-massive		Cyphastrea	*	*	25853d3d-b7a2-413c-b652-52067057f48c
Cnidaria > Corals	Stony corals	Sub-massive		Cyphastrea chalcidicum	*	*	071de6c0-8516-4b1d-8ab5-6ac51999d265
Cnidaria > Corals	Stony corals	Sub-massive		Cyphastrea microphthalma	*	*	467b5ae9-cc05-48f7-ab7e-dda613e1e118
Cnidaria > Corals	Stony corals	Sub-massive		Cyphastrea serailia / salae	*	*	b6a2a58a-6ae5-47d0-84c1-b79adc23b164
Cnidaria > Corals	Stony corals	Sub-massive		Dipsastraea	*	*	7cfb6587-1ebc-4919-81a8-915eef48e888
Cnidaria > Corals	Stony corals	Sub-massive		Dipsastraea amicorum	*	*	a8c1c814-4edd-45d0-8b6a-5f60772457b4
Cnidaria > Corals	Stony corals	Sub-massive		Dipsastraea danai	*	*	a91eb822-18cf-4afc-9f91-bb1636a16285
Cnidaria > Corals	Stony corals	Sub-massive		Dipsastraea favus	*	*	e1196221-0e3e-45c4-a91d-62a4607771bb
Cnidaria > Corals	Stony corals	Sub-massive		Dipsastraea laxa	*	*	0dd72c66-025a-4d7f-aa5c-cd9989ba38ab
Cnidaria > Corals	Stony corals	Sub-massive		Dipsastraea lizardensis	*	*	9f703324-4927-436e-85b2-76d33084d124
Cnidaria > Corals	Stony corals	Sub-massive		Dipsastraea maritima	*	*	0befb181-2ccb-4ba3-a1b3-4b37755ae081
Cnidaria > Corals	Stony corals	Sub-massive		Dipsastraea matthaii	*	*	bccbe575-fddf-4ad8-bd67-e90ddbbdf81e
Cnidaria > Corals	Stony corals	Sub-massive		Dipsastraea maxima	*	*	3449dcd8-4817-4af2-a7c7-c70ee8e55d7c
Cnidaria > Corals	Stony corals	Sub-massive		Dipsastraea pallida	*	*	14edd0c7-b0a6-4e28-b30b-734febc9d423
Cnidaria > Corals	Stony corals	Sub-massive		Dipsastraea rotumana	*	*	f21984a2-bad3-48df-b490-38bb31e1c8fd
Cnidaria > Corals	Stony corals	Sub-massive		Dipsastraea speciosa	*	*	a403b3ab-1e5b-4bba-b16e-7362cef76e6b
Cnidaria > Corals	Stony corals	Sub-massive		Dipsastraea stelligera	*	*	a44dcbb0-20b1-421c-85c5-78be11ba42d5
Cnidaria > Corals	Stony corals	Sub-massive		Favites	*	*	f753698a-5a2c-498e-9f46-953c630622c9
Cnidaria > Corals	Stony corals	Sub-massive		Favites abdita	*	*	e78ccb5a-9cc6-447e-89df-48c24c8713b7
Cnidaria > Corals	Stony corals	Sub-massive		Favites chinensis	*	*	72451ecb-752a-4bb0-a91f-70d4014d2a3c
Cnidaria > Corals	Stony corals	Sub-massive		Favites halicora	*	*	f4e546f2-98f8-446c-ba08-97af223f7267
Cnidaria > Corals	Stony corals	Sub-massive		Favites magnistellata	*	*	e507f72d-70dd-4512-bb31-88fd67c61062
Cnidaria > Corals	Stony corals	Sub-massive		Favites pentagona	*	*	eedbf548-d544-4559-b3b7-07534a2dc864
Cnidaria > Corals	Stony corals	Sub-massive		Favites valenciennesi	*	*	6b3971e6-8f2d-4eaf-b016-cee599f26187
Cnidaria > Corals	Stony corals	Sub-massive		Goniastrea	*	*	5468b05e-50b3-479c-a5e0-ed223c166b86
Cnidaria > Corals	Stony corals	Sub-massive		Goniastrea edwardsi	*	*	1c18d065-8eb6-4562-8ba3-d58157a792a4
Cnidaria > Corals	Stony corals	Sub-massive		Goniastrea favulus	*	*	0ebcc4d8-e3d2-4103-874d-108043681191
Cnidaria > Corals	Stony corals	Sub-massive		Goniastrea pectinata	*	*	0ed474a3-b485-4af8-9af1-9e55aaf49039
Cnidaria > Corals	Stony corals	Sub-massive		Goniopora	*	*	34cf89f7-1391-47f4-b997-4e52ff7c537b
Cnidaria > Corals	Stony corals	Sub-massive		Goniopora columna	*	*	ceedfee5-d682-488f-a641-43854151a86e
Cnidaria > Corals	Stony corals	Sub-massive		Goniopora djiboutiensis	*	*	4dbc40ea-c1d0-465d-9116-c81a71287ecc
Cnidaria > Corals	Stony corals	Sub-massive		Goniopora lobata	*	*	3f214e9b-b096-44a4-a700-416e34be1386
Cnidaria > Corals	Stony corals	Sub-massive		Goniopora minor	*	*	4b34195d-f8c8-4b8b-9f08-5425e9e5c0c5
Cnidaria > Corals	Stony corals	Sub-massive		Goniopora norfolkensis	*	*	8ad5a954-5fb7-45d1-8185-f46bda932c26
Cnidaria > Corals	Stony corals	Sub-massive		Goniopora stokesi	*	*	8d3e9437-4306-4413-81f0-2db4e7cd2c51
Cnidaria > Corals	Stony corals	Sub-massive		Goniopora tenuidens	*	*	ed6bd849-310d-460f-8e75-08c8d331e8d2
Cnidaria > Corals	Stony corals	Sub-massive		Homophyllia	*	*	2dcc6824-ed6f-42b0-a692-937077798cd4
Cnidaria > Corals	Stony corals	Sub-massive		Homophyllia bowerbanki	*	*	927809f5-55f4-4176-91cb-4581160cfcd5
Cnidaria > Corals	Stony corals	Sub-massive		Homophyllia hillae	*	*	cd3fb22d-3acc-4937-83cc-a33b036f2675
Cnidaria > Corals	Stony corals	Sub-massive		Hydnophora	*	*	9db0b281-e886-4188-9054-ed685b6eb3a4
Cnidaria > Corals	Stony corals	Sub-massive		Hydnophora exesa	*	*	da6814a6-7104-4a8c-b8b9-cb97d06ce281
Cnidaria > Corals	Stony corals	Sub-massive		Hydnophora microconos	*	*	0d1f4f5d-f7b3-4e89-b955-e5e20bb8e554
Cnidaria > Corals	Stony corals	Sub-massive		Hydnophora pilosa	*	*	55515cc5-660d-419d-a964-5c2635699538
Cnidaria > Corals	Stony corals	Sub-massive		Isopora	*	*	8bc7673c-7389-4618-b1f7-194922aafc68
Cnidaria > Corals	Stony corals	Sub-massive		Isopora cuneata/palifera	*	*	8c25ba84-426e-46ab-b8b4-252fd3e6f196
Cnidaria > Corals	Stony corals	Sub-massive		Leptoria	*	*	01d6e317-76ba-4fb4-9158-9933a528d0f4
Cnidaria > Corals	Stony corals	Sub-massive		Leptoria phrygia	*	*	5941ad57-87ba-4442-bda7-7c3e879f47f2
Cnidaria > Corals	Stony corals	Sub-massive		Lobophyllia	*	*	9eb16c94-5a06-4151-afea-322745b5fd79
Cnidaria > Corals	Stony corals	Sub-massive		Lobophyllia diminuta	*	*	707b3dd1-4f27-4bfb-9439-d1fb2ed346fd
Cnidaria > Corals	Stony corals	Sub-massive		Lobophyllia hemprichii	*	*	54761d52-42f7-4889-b172-283181786057
Cnidaria > Corals	Stony corals	Sub-massive		Lobophyllia pachysepta	*	*	5570ff11-99dc-4852-8e22-7db9477091c0
Cnidaria > Corals	Stony corals	Sub-massive		Lobophyllia valenciennesii	*	*	276fbe77-16e5-403a-b0e3-dad007e15c73
Cnidaria > Corals	Stony corals	Sub-massive		Lobophyllia vitiensis	*	*	638d3aa3-3922-4394-af18-fe1968289d49
Cnidaria > Corals	Stony corals	Sub-massive		Lobophyllidae	*	*	8a70ac95-4432-40e4-9fec-cc9f89475297
Cnidaria > Corals	Stony corals	Sub-massive		Micromussa lordhowensis	*	*	8dbb37d4-868a-41bd-96d7-301caedc6439
Cnidaria > Corals	Stony corals	Sub-massive		Montipora	*	*	f73d41a2-6415-4b1b-aedc-1d59e8059e7e
Cnidaria > Corals	Stony corals	Sub-massive		Montipora angulata	*	*	96951c0c-c07e-4d44-ae93-12596aa4e2c1
Cnidaria > Corals	Stony corals	Sub-massive		Montipora danae	*	*	a4969384-1ccc-414b-9e7a-46fdcb6e7bcd
Cnidaria > Corals	Stony corals	Sub-massive		Montipora mollis	*	*	30aa8a95-5964-4a22-9f6a-e8d7683eee96
Cnidaria > Corals	Stony corals	Sub-massive		Montipora turgenscens	*	*	9662f85f-0d97-4c2f-b5ab-61bae65f7767
Cnidaria > Corals	Stony corals	Sub-massive		Montipora venosa	*	*	0ea4d027-d561-42aa-8e8c-0555f5f42099
Cnidaria > Corals	Stony corals	Sub-massive		Oulophyllia	*	*	c2f15b56-dc97-4140-83bc-275e9a352f59
Cnidaria > Corals	Stony corals	Sub-massive		Oulophyllia bennettae	*	*	aafefefb-5bf5-47c1-837c-fd8efa217841
Cnidaria > Corals	Stony corals	Sub-massive		Oulophyllia crispa	*	*	c21fbcae-74cb-430b-a64b-f7ab52790c5e
Cnidaria > Corals	Stony corals	Sub-massive		Paragoniastrea	*	*	7c417f66-9dd7-4fa9-852b-e7be822821ab
Cnidaria > Corals	Stony corals	Sub-massive		Paragoniastrea australensis	*	*	20f84804-1863-4255-8aa3-3931ab9b1f9e
Cnidaria > Corals	Stony corals	Sub-massive		Paragoniastrea russelli	*	*	b2946503-bf9b-4212-afaa-2f6a3caeb6f8
Cnidaria > Corals	Stony corals	Sub-massive		Pavona	*	*	7dbef170-1b85-4485-9574-3b358f98c16a
Cnidaria > Corals	Stony corals	Sub-massive		Pavona decussata	*	*	8ceb8726-e1ca-4012-90bf-6a662bf396e8
Cnidaria > Corals	Stony corals	Sub-massive		Pavona duerdeni	*	*	f8174aa9-7c1c-45f8-9d8a-02e3465848a7
Cnidaria > Corals	Stony corals	Sub-massive		Pavona explanulata	*	*	c6804453-35bd-4109-90c3-f271cc971f9d
Cnidaria > Corals	Stony corals	Sub-massive		Pavona maldivensis	*	*	294a43a3-363c-4c32-9880-21b0a8a3db2c
Cnidaria > Corals	Stony corals	Sub-massive		Pavona minuta	*	*	80860b77-bcdd-4fbd-8c1d-ff19a1b030aa
Cnidaria > Corals	Stony corals	Sub-massive		Pavona varians	*	*	a51ca2f0-d123-4b49-b162-52baad152131
Cnidaria > Corals	Stony corals	Sub-massive		Pavona venosa	*	*	6be61df4-c09b-408b-af1c-6dbef24995cd
Cnidaria > Corals	Stony corals	Sub-massive		Pectinia	*	*	1aab1491-2dac-4e4d-bc64-5c25ba1e2031
Cnidaria > Corals	Stony corals	Sub-massive		Pectinia lactuca	*	*	fa0c2fab-2a5f-4333-b627-1cedb4e532f2
Cnidaria > Corals	Stony corals	Sub-massive		Platygyra	*	*	b4396be6-35e3-405c-83a9-b4b9556d548c
Cnidaria > Corals	Stony corals	Sub-massive		Platygyra contorta	*	*	5d705097-c7fc-4296-8461-582cd45504a6
Cnidaria > Corals	Stony corals	Sub-massive		Platygyra daedalea	*	*	f95fd350-38fe-47c2-aafc-4d3eeaa938b7
Cnidaria > Corals	Stony corals	Sub-massive		Platygyra lamellina	*	*	9ed7574b-bd4a-421a-825c-77c4123b868c
Cnidaria > Corals	Stony corals	Sub-massive		Platygyra pini	*	*	dc709c83-0053-4990-be70-1a282c919d3f
Cnidaria > Corals	Stony corals	Sub-massive		Platygyra sinensis	*	*	b0d6feb5-3693-486d-b037-f5c158fd589d
Cnidaria > Corals	Stony corals	Sub-massive		Platygyra/Paragoniastrea	*	*	5934ff90-757c-4282-abd6-233e60097b9d
Cnidaria > Corals	Stony corals	Sub-massive		Porites cylindrica	*	*	1b3193d5-b9ec-4fdb-a2e6-11f9838e74a1
Cnidaria > Corals	Stony corals	Sub-massive		Porites heronensis	*	*	3e3a0e21-3bd5-4ee8-98e6-d3d9aad6e067
Cnidaria > Corals	Stony corals	Sub-massive		Porites lichen	*	*	233596bd-c3e6-4b11-94be-20829486bd7f
Cnidaria > Corals	Stony corals	Sub-massive		Porites lutea	*	*	85a22240-fffb-437e-829d-97842da4d689
Cnidaria > Corals	Stony corals	Sub-massive		Poritidae	*	*	9886c391-65e9-4b53-b835-be677f82ac98
Cnidaria > Corals	Stony corals	Sub-massive		Psammocora	*	*	eb70e50e-ab14-451b-b0f0-a012f5592707
Cnidaria > Corals	Stony corals	Sub-massive		Psammocora contigua	*	*	f5a8b137-78d2-497f-a035-29ff322b33de
Cnidaria > Corals	Stony corals	Sub-massive		Psammocora superficialis	*	*	56fd96ea-b235-485f-862a-b9e6ea1f7417
Cnidaria > Corals	Stony corals	Sub-massive		Porites solida	*	*	e530500b-9b4f-4c49-941d-95fa6e4a027b
Cnidaria > Corals	Stony corals	Sub-massive		Porites	*	*	987fe4ce-1654-4146-97d8-08cb5cce767f
Cnidaria > Corals	Stony corals	Sub-massive		Psammocora albopicta	*	*	7c68c0a4-084e-4040-9d8d-78fee0722379
Cnidaria > Corals	Stony corals	Sub-massive		Psammocora nierstraszi	*	*	53a92c21-e9ff-412d-975d-4d3c71416d34
Cnidaria > Corals	Stony corals	Sub-massive		Psammocora profundacella	*	*	d650feea-1fb3-47d6-bdf0-ca2ac82e4eb5
Cnidaria > Corals	Stony corals	Sub-massive		Blastomussa merleti	*	*	b91bd41c-6094-4092-bdb0-3ab13fd7c2a7
Cnidaria > Corals	Stony corals	Sub-massive		Blastomussa wellsi	*	*	53519275-248f-45da-b4e7-bf9242c7c356
Cnidaria > Corals	Stony corals	Sub-massive		Blastomussa	*	*	c2a82820-d928-4802-8996-9cbd124d63f8
Cnidaria > Corals	Stony corals	Sub-massive		Agariciidae	*	*	72348c9e-13c3-419b-abd3-d93cc84c56d6
Cnidaria > Corals	Stony corals	Sub-massive		Coscinaraeidae	*	*	37840447-aef4-455f-b7b8-111cb26c2cb6
Cnidaria > Corals	Stony corals	Sub-massive		Merulinidae	*	*	aec73bfd-926f-4bff-88f8-366812e65889
Cnidaria > Corals	Stony corals	Sub-massive		Psammocoridae	*	*	a8811e33-0e0c-464e-a1de-dc195a0b0645
Cnidaria > Corals	Stony corals	Sub-massive		Scleractinia incertae sedis	*	*	ed9f7904-503c-4fe5-ab22-93b25ae54f69
Cnidaria > Corals	Stony corals	Sub-massive		Unidentifiable	*	*	49cec15b-4698-4783-8467-1d06791c9b9b
Cnidaria > Corals	Stony corals	Tabulate		Acropora	*	*	2f80d5b1-4fab-4a4c-9e74-8eabfa8ba6ac
Cnidaria > Corals	Stony corals	Tabulate		Acropora clathrata	*	*	8027a9ec-2bbb-41fa-b6d4-0decbce8ba77
Cnidaria > Corals	Stony corals	Tabulate		Acropora cytherea	*	*	09ec7e3a-5230-4d35-8287-dde565dbf336
Cnidaria > Corals	Stony corals	Tabulate		Acropora donei	*	*	4c367e27-3922-4cf2-846c-de70312e563c
Cnidaria > Corals	Stony corals	Tabulate		Acropora glauca	*	*	85665842-5b9c-4c05-baa7-fb02de4296db
Cnidaria > Corals	Stony corals	Tabulate		Acropora granulosa	*	*	644db4d0-81dd-4ecb-8dfe-1587278ead87
Cnidaria > Corals	Stony corals	Tabulate		Acropora hyacinthus	*	*	384724f4-f3d1-48b6-8499-30dc0d1a08ea
Cnidaria > Corals	Stony corals	Tabulate		Acropora paniculata	*	*	a796d468-f614-413c-a1d9-f44bc63c11d8
Cnidaria > Corals	Stony corals	Tabulate		Acropora solitaryensis	*	*	d11660fc-113b-4008-8377-c6582102943a
Cnidaria > Corals	Stony corals	Tabulate		Acropora subulata	*	*	f527de8d-dc21-4428-84f9-33cfafc48dfb
Cnidaria > Corals	Stony corals	Tabulate		Acroporidae	*	*	044d2e84-9853-4f3c-9427-6bddeab714f4
Cnidaria > Corals	Stony corals	Tabulate		Astreopora	*	*	690f931f-fec2-4597-b95b-7c08003cc3e4
Cnidaria > Corals	Stony corals	Tabulate		Unidentifiable	*	*	7f423a25-d3c4-49cd-998b-170e72ba1414
Cnidaria > Corals	Stony corals			Unidentifiable	*	*	87f255b9-2445-479d-bf67-aef310840f95
Cnidaria > Corals				Unidentifiable	*	*	baf3bf82-b85e-420a-bf95-2d271f8b6244
Cnidaria > Hydrocorals	Branching			Unidentifiable	*	*	68fdb876-e0ac-417d-8ef7-02ab49af2d0c
Cnidaria > Hydrocorals	Branching			Unidentifiable	*	*	01ef574d-d979-4bd3-be71-714aa682c5aa
Cnidaria > Hydrocorals	Branching			Unidentifiable	*	*	d53b4497-c4a9-48f2-83b1-9c4175a45afb
Cnidaria > Hydrocorals	Submassive / encrusting			Unidentifiable	*	*	e7e174f1-9983-46cb-b9ba-4aec34651fe3
Cnidaria > Hydrocorals				Unidentifiable	*	*	ce74a1ca-6a4c-405b-800d-b06d42b5a6a5
Cnidaria > Hydroids				Distichopora	*	*	1604b46a-e782-4403-9dc3-894d8ef9a9d9
Cnidaria > Hydroids				Dusky grey bushy	*	*	56c581e1-ac0e-4a94-9e38-8881cc5885e5
Cnidaria > Hydroids				Hydroid Blond Tip Feathers	*	*	a26c3df1-c24c-47fd-b650-04e8066c7484
Cnidaria > Hydroids				Hydroid Branching Black Feathers	*	*	7d7824bf-0cb4-4624-aef9-0c6231c24c31
Cnidaria > Hydroids				Hydroid Branching White Feathers	*	*	636ffca4-8ec1-49de-8349-741b500ebd50
Cnidaria > Hydroids				Hydroid Brown Feathers	*	*	d965497e-f302-4e99-9e85-f4c59a4f85e1
Cnidaria > Hydroids				Hydroid Brown Fern	*	*	71e90c0a-9904-4dc4-aae1-d533c0e7173e
Cnidaria > Hydroids				Hydroid complex white	*	*	cd160d5a-7d12-4bfc-8f7e-64300598e26b
Cnidaria > Hydroids				Hydroid Dark Grey	*	*	c4ff9371-59a7-4376-bed2-0610928b2846
Cnidaria > Hydroids				Hydroid Dark Red Feathers	*	*	8250939e-1492-4267-8321-72084e253b20
Cnidaria > Hydroids				Hydroid Orange 2D	*	*	fae73420-f67f-449e-bd63-2934ab2476ce
Cnidaria > Hydroids				Hydroid Red-Brown Mossy	*	*	8231db55-7c8d-4b40-925a-aa1d73a6a30b
Cnidaria > Hydroids				Hydroid Scarlet Feather (Halopteris glutinosa like)	*	*	9fd16aeb-2ddf-4a56-ba29-6a1456c14353
Cnidaria > Hydroids				Hydroid Small Red	*	*	4c6b0bfb-4075-4ba5-ab6b-ffe8ef2e1f1f
Cnidaria > Hydroids				Hydroid White	*	*	4580f616-e671-453e-9bd8-4885187b86f6
Cnidaria > Hydroids				Hydroid White 2D	*	*	e3270391-9980-4da9-9a95-82f42e9bd379
Cnidaria > Hydroids				Hydroid Yellowish	*	*	8eb01aa0-f056-47c0-9b75-aad755e6e1fe
Cnidaria > Hydroids				Stylasteridae	*	*	2892e1e8-f9b0-48c3-abd2-688ec8676e19
Cnidaria > Hydroids				Hydroid Branching Brown Feathers	*	*	28a18b57-ceff-45c2-820f-339aefbddecb
Cnidaria > Hydroids				Hydroid Branching Golden Feathers	*	*	1ff74a27-8c96-43c9-a51a-3c33cda57ca8
Cnidaria > Hydroids				Unidentifiable	*	*	28f61808-4d93-480d-95c5-2eb4856cd6fe
Cnidaria > True anemones	Flytrap			Unidentifiable	*	*	049f968e-16a6-4c46-b4ce-49b5bc58a41a
Cnidaria > True anemones	Fourlobed			Unidentifiable	*	*	2c2440ca-6c63-45ec-9ac1-1789cf5a5a5d
Cnidaria > True anemones	Other anemones	Colonial		Unidentifiable	*	*	9315f699-20d5-41da-8d9e-f926cf2416f4
Cnidaria > True anemones	Other anemones	Solitary		Unidentifiable	*	*	624581fc-d3ea-4044-83f2-4ea6ee75b360
Cnidaria > True anemones	Other anemones			Entacmaea quadricolor	*	*	c0643df7-edc3-437e-a27c-b1318ddc181c
Cnidaria > True anemones	Other anemones			Grey Striated Edwardsia Like	*	*	0211089e-18f4-49d0-978e-a54a166127e0
Cnidaria > True anemones	Other anemones			Heteractis crispa	*	*	ceb1e55c-dbe6-440e-89e6-074e9344a959
Cnidaria > True anemones	Other anemones			Red Sand Anemone	*	*	25151624-2c3f-405a-874e-2eb6d2f7b8a4
Cnidaria > True anemones	Other anemones			Unidentifiable	*	*	c54c3cd3-27c0-4d74-8cca-0b3e58dce04b
Cnidaria > True anemones				Unidentifiable	*	*	87da4253-d88a-4085-bce6-e87ac751a688
Cnidaria > Tube anemones				Unidentifiable	*	*	ebf872c4-d66f-4404-b146-d44b9e73d40e
Cnidaria				Unidentifiable	*	*	534102fe-f903-43a0-b97b-80e777c2c97a
Crustacea > Barnacles	Acorn			Unidentifiable	*	*	b40bd2fc-2577-4717-8765-a6b40d177783
Crustacea > Barnacles	Stalked			Unidentifiable	*	*	49fd2886-d9ea-4bab-b4af-61b438c7b9bd
Crustacea > Barnacles				Unidentifiable	*	*	e205829a-3fce-439e-b7d2-cbb210e5bc5d
Crustacea > Crabs	King crabs			Unidentifiable	*	*	89842593-97e1-49c9-8b1f-24aa8e88ed34
Crustacea > Crabs	Porcelain crabs			Unidentifiable	*	*	a242fafb-a7e7-4374-8b18-c2e7c2760ed8
Crustacea > Crabs	True crabs			Unidentifiable	*	*	388fca03-8ccd-489e-b314-eccb0e6283d6
Crustacea > Crabs				Unidentifiable	*	*	3b7ab2d5-fe83-4ebd-b2a0-e65ea7fec1c0
Crustacea > Hermit crabs	With anemones			Unidentifiable	*	*	9067da98-d100-48fa-ab67-5658178b284a
Crustacea > Hermit crabs	With shell or stone home 			Unidentifiable	*	*	d1dd009a-48a4-4dd3-949a-64dc9221d3d2
Crustacea > Hermit crabs				Unidentifiable	*	*	db04934f-e77b-4177-a5f5-90af6aaee40d
Crustacea > Lobsters	Rock lobsters			Jasus edwardsii	*	*	9503e49f-c2b7-45c6-9241-865ead0c292b
Crustacea > Lobsters	Rock lobsters			Unidentifiable	*	*	dbdb7b43-d79a-40d2-a394-b16b2cdf4b46
Crustacea > Lobsters	Slipper lobsters / bugs			Unidentifiable	*	*	68dea34f-dae6-4851-8176-6b30d2172ecd
Crustacea > Lobsters	Squat lobsters			Squat Lobster Eumundia like	*	*	9998c2a4-c8e0-4278-bcd0-4c002c4ec223
Crustacea > Lobsters	Squat lobsters			Unidentifiable	*	*	a28dd492-bad9-40c5-8787-431059b06610
Crustacea > Lobsters	True lobsters			Unidentifiable	*	*	edb09d65-e88f-4153-9f39-d95c5d7b6d64
Crustacea > Lobsters				Unidentifiable	*	*	04e38c0e-877c-419c-9821-d909c48b6064
Crustacea > Prawns / shrimps / mysids				Unidentifiable	*	*	f24cfd60-3eed-4db3-9b74-b6c8fbc2ce78
Crustacea				Unidentifiable	*	*	17b660de-834f-4c20-a4ce-47c1057060bc
Echinoderms > Feather stars	Stalked crinoids			Unidentifiable	*	*	e42d30c1-29bc-4b0b-9336-baf15da22975
Echinoderms > Feather stars	Unstalked crinoids			Oxycomanthus bennetti	*	*	eb4fca6b-ad4b-4a0a-9f41-5e1e1eb0d005
Echinoderms > Feather stars	Unstalked crinoids			Cenolia trichoptera	*	*	b582bedd-5f93-4504-bf24-cc64a7d2b384
Echinoderms > Feather stars	Unstalked crinoids			Unidentifiable	*	*	82c1c5e9-070e-4089-b5f3-3c814850fcd0
Echinoderms > Feather stars				Unidentifiable	*	*	548274ca-b172-4a1e-9fbf-652c5f35dd78
Echinoderms > Ophiuroids	Basket stars			Unidentifiable	*	*	222b5f1c-d29d-4429-a1f2-631d1404d763
Echinoderms > Ophiuroids	Brittle / snake stars			Unidentifiable	*	*	7693da8e-f9ce-4292-bb6e-ffd14c5baa30
Echinoderms > Ophiuroids				Unidentifiable	*	*	bc2e6d9e-b145-40aa-9412-2649e5cac040
Echinoderms > Sea cucumbers	Benthic			Unidentifiable	*	*	531890e9-ba7e-408c-a9b9-daa6edba5cf0
Echinoderms > Sea cucumbers	Pelagic / swimming			Unidentifiable	*	*	3a9f5764-b87c-4550-9a8d-4dd0e800b37a
Echinoderms > Sea cucumbers				Unidentifiable	*	*	e307099e-9323-4edc-bf35-987c713021b5
Echinoderms > Sea stars				Unidentifiable	*	*	e0b9fa0e-688f-41cf-9219-86955cd32624
Echinoderms > Sea urchins	Irregular urchins			Unidentifiable	*	*	3ea5341b-eca9-44bf-84d5-ee760a963887
Echinoderms > Sea urchins	Regular urchins			Centrostephanus rodgersii	*	*	7fd0ca1d-3838-48dd-9e46-fc00059387fc
Echinoderms > Sea urchins	Regular urchins			Diadema spp	*	*	48506c59-62f1-49ed-90c7-8d5a6fefada2
Echinoderms > Sea urchins	Regular urchins			Phyllacanthus parvispinus	*	*	0a373b46-b202-4531-8c45-072e1149bb15
Echinoderms > Sea urchins	Regular urchins			Tripneustes gratilla	*	*	bb2f97ee-a81f-45aa-b096-31205a3664cc
Echinoderms > Sea urchins	Regular urchins			Unidentifiable	*	*	8cf5a09b-67b0-44c4-8f3b-91f0790cccbd
Echinoderms > Sea urchins				Unidentifiable	*	*	2378521d-adaa-4bb3-bd91-3c08feb2c85f
Echinoderms				Unidentifiable	*	*	29c5a720-b828-42bb-b754-d9df3e77ed08
Fishes > Bony fishes	Brachionichthyidae			Brachionichthyidae	*	*	e3623d64-332f-49f9-b205-612e6c18b3d8
Fishes > Bony fishes				Caesioperca lepidoptera (Caab 37311002)	*	*	fc28cc32-8c0e-486f-8964-0643e810d230
Fishes > Bony fishes				Caesioperca spp	*	*	a4910768-7da3-4614-a711-76b394e538c7
Fishes > Bony fishes				Centroberyx gerrardi (CAAB 37258004)	*	*	cb220982-301d-4df4-8e45-c439a23a10d3
Fishes > Bony fishes				Cheilodactylus nigripes (Caab 37377001)	*	*	b1f20754-a5a0-4c6f-9a3f-bbbff27d8cad
Fishes > Bony fishes				Chilomycterus reticulatus (CAAB 37 469014)	*	*	fdacdf9f-065a-41d0-912a-6123567ca209
Fishes > Bony fishes				Helicolenus percoides (Caab 37287001)	*	*	1fe9714f-2e05-404d-a119-4e8b54ae2aa5
Fishes > Bony fishes				Myripristis spp (CAAB 37 261901)	*	*	dac22dc6-96a9-4d9e-b4f2-d299ac87c228
Fishes > Bony fishes				Nemadactylus macropterus	*	*	c2e35bd5-2675-43e7-a407-430bea560aaf
